codigo,razon_social,country,es_banco
48140925,Instituição 48140925,BR,False
48172860,Instituição 48172860,BR,False
48176336,Instituição 48176336,BR,False
48430050,Instituição 48430050,BR,False
48528314,Instituição 48528314,BR,False
48529228,Instituição 48529228,BR,False
48552108,Liquido Instituicao de Pagamento Ltda,BR,False
48584954,Dgbk Credit S.A. - Sociedade de Crédito Direto.,BR,False
48632754,Celcoin Sociedade de Crédito Direto,BR,False
48703302,Instituição 48703302,BR,False
48703388,Asa Sociedade de Crédito Financiamento e Investimento,BR,False
48707451,Percapital Sociedade de Crédito Direto,BR,False
48718183,Instituição 48718183,BR,False
48721937,Instituição 48721937,BR,False
48751854,Instituição 48751854,BR,False
48755901,Instituição 48755901,BR,False
48756121,A55 Sociedade de Crédito Direto,BR,False
48786608,Instituição 48786608,BR,False
48795256,Banco Andbank (brasil),BR,True
48805820,Instituição 48805820,BR,False
48967968,Vert Distribuidora de Títulos e Valores Mobiliários Ltda,BR,False
49035310,Instituição 49035310,BR,False
49091119,Instituição 49091119,BR,False
49173791,Instituição 49173791,BR,False
49204605,Instituição 49204605,BR,False
49241570,Instituição 49241570,BR,False
49288113,Kanastra Financeira S.A Credito Financiamento e Investimento,BR,False
49336860,ING Bank N.v.,BR,True
49389307,Instituição 49389307,BR,False
49555647,Quadra Sociedade de Crédito Direto,BR,False
49654502,Instituição 49654502,BR,False
49686505,Wasu - Wallet Support Instituição de Pagamento Ltda,BR,False
49889190,Instituição 49889190,BR,False
49925225,Instituição 49925225,BR,False
49931906,Trio Instituicao de Pagamento Ltda.,BR,False
49933388,Brcondos Sociedade de Crédito Direto,BR,False
49947715,Instituição 49947715,BR,False
50032584,Loan Brasil Sociedade de Crédito Direto,BR,False
50053267,Instituição 50053267,BR,False
50286774,Instituição 50286774,BR,False
50334234,Instituição 50334234,BR,False
50489148,Instituição 50489148,BR,False
50579044,Levycam - Corretora de Cambio e Valores Ltda.,BR,False
50585090,Banco BMG Consignado,BR,False
50626276,Konect Sociedade de Crédito Direto,BR,False
50657675,Instituição 50657675,BR,False
50735161,Instituição 50735161,BR,False
50871921,Mt Instituicao de Pagamento,BR,False
50946592,Sethi Sociedade de Crédito Direto,BR,False
51010858,Instituição 51010858,BR,False
51014223,Instituição 51014223,BR,False
51118615,Integração de Crédito e Cobrança Sociedade de Crédito Direto,BR,False
51118718,Nvio Brasil Sociedade de Crédito Direto,BR,False
51212088,G5 Sociedade de Crédito Direto,BR,False
51342763,Revolut Sociedade de Crédito Direto,BR,False
51414521,All In Cred Sociedade de Credito Direto,BR,False
51489318,Instituição 51489318,BR,False
51556307,Instituição 51556307,BR,False
51604356,Instituição 51604356,BR,False
51834986,Instituição 51834986,BR,False
51982465,Instituição 51982465,BR,False
51982600,Instituição 51982600,BR,False
52046299,Instituição 52046299,BR,False
52067630,Banco Traton Brasil,BR,True
52076716,Awx Brasil Instituicao de Pagamento Ltda,BR,False
52137361,Instituição 52137361,BR,False
52440987,Sants Sociedade de Crédito Direto,BR,False
52586293,Z-on Sociedade de Crédito Direto,BR,False
52623311,Instituição 52623311,BR,False
52690487,Instituição 52690487,BR,False
52833288,Lb Pay Instituição de Pagamento Ltda,BR,False
52904364,Necton Investimentos S.A. Corretora de Valores Mobiliários e Commodities,BR,False
52935442,Instituição 52935442,BR,False
52937216,Bexs Corretora de Câmbio,BR,False
53146221,Instituição 53146221,BR,False
53184438,Instituição 53184438,BR,False
53236808,Instituição 53236808,BR,False
53263331,Instituição 53263331,BR,False
53272365,Instituição 53272365,BR,False
53385390,Instituição 53385390,BR,False
53505601,Stone Sociedade de Credito Financiamento e Investimento,BR,False
53505681,Instituição 53505681,BR,False
53518684,Banco Hsbc,BR,True
53575491,Instituição 53575491,BR,False
53623781,Instituição 53623781,BR,False
53720128,Conta Simples Sociedade de Crédito Direto,BR,False
53776852,Instituição 53776852,BR,False
53800488,Instituição 53800488,BR,False
53822116,Mw Instituicao de Pagamento Ltda,BR,False
53841911,Instituição 53841911,BR,False
53842122,Urbano S.A. - Sociedade de Crédito Financiamento e Investimento,BR,False
53846242,Instituição 53846242,BR,False
53899051,Instituição 53899051,BR,False
53908413,Kiwify Instituicao de Pagamento Ltda,BR,False
53932869,Instituição 53932869,BR,False
53935029,Instituição 53935029,BR,False
54024532,Max Instituição de Pagamento Ltda,BR,False
54037916,Instituição 54037916,BR,False
54190525,Instituição 54190525,BR,False
54264235,Instituição 54264235,BR,False
54335401,Instituição 54335401,BR,False
54401286,Instituição 54401286,BR,False
54403563,Banco Arbi,BR,True
54541468,Instituição 54541468,BR,False
54603022,Instituição 54603022,BR,False
54647259,321 Sociedade de Crédito Direto,BR,False
54733010,Instituição 54733010,BR,False
54811417,Woovi Instituicao de Pagamento Ltda,BR,False
55230916,Intesa Sanpaolo Brasil,BR,True
55251092,Instituição 55251092,BR,False
55319370,Instituição 55319370,BR,False
55428859,Freex Sociedade Corretora de Câmbio,BR,False
55823094,Delta Global Sociedade de Crédito Direto,BR,False
55841657,Instituição 55841657,BR,False
56030613,Instituição 56030613,BR,False
56047774,Instituição 56047774,BR,False
56106523,Vue Instituição de Pagamento,BR,False
56198117,Squid Sociedade de Crédito Direto,BR,False
56392166,Harmos S.A. - Sociedade de Crédito Financiamento e Investimento,BR,False
56606230,Instituição 56606230,BR,False
57038408,Instituição 57038408,BR,False
57173208,Instituição 57173208,BR,False
57259525,Instituição 57259525,BR,False
57440521,Instituição 57440521,BR,False
57487987,Instituição 57487987,BR,False
57523215,Instituição 57523215,BR,False
57545436,Instituição 57545436,BR,False
57563728,Instituição 57563728,BR,False
57598120,Instituição 57598120,BR,False
57647653,Instituição 57647653,BR,False
57654096,Apusdigital Instituicao de Pagamento Ltda,BR,False
57671443,Instituição 57671443,BR,False
57707777,Instituição 57707777,BR,False
57731012,Instituição 57731012,BR,False
57771416,Instituição 57771416,BR,False
57824223,Wx Instituicao de Pagamento Ltda,BR,False
57839805,Banco Tricury,BR,True
57905133,Instituição 57905133,BR,False
57987273,Instituição 57987273,BR,False
57996878,Instituição 57996878,BR,False
58006471,Baru Distribuidora de Títulos e Valores Mobiliários Ltda.,BR,False
58017179,Instituição 58017179,BR,False
58022195,Instituição 58022195,BR,False
58158387,Instituição 58158387,BR,False
58160789,Banco Safra,BR,True
58229246,Instituição 58229246,BR,False
58290800,Instituição 58290800,BR,False
58330558,Instituição 58330558,BR,False
58367961,Bit Sociedade de Crédito Direto,BR,False
58497702,Banco Letsbank S.A. - Em Liquidação Extrajudicial,BR,False
58513168,Instituição 58513168,BR,False
58526733,Instituição 58526733,BR,False
58616418,Banco Fibra,BR,True
58674454,Instituição 58674454,BR,False
58859402,Instituição 58859402,BR,False
59109165,Banco Volkswagen,BR,True
59118133,Banco Luso Brasileiro,BR,True
59149941,Instituição 59149941,BR,False
59158642,Instituição 59158642,BR,False
59274605,Banco Gm,BR,True
59281253,Instituição 59281253,BR,False
59285411,Banco PAN,BR,True
59305565,Instituição 59305565,BR,False
59379565,Instituição 59379565,BR,False
59394633,Instituição 59394633,BR,False
59396084,Bfc Sociedade de Crédito Direto,BR,False
59588111,Banco Votorantim,BR,True
59615005,Instituição 59615005,BR,False
59620708,Instituição 59620708,BR,False
59855096,Instituição 59855096,BR,False
59869560,Instituição 59869560,BR,False
60057265,Instituição 60057265,BR,False
60114865,Instituição 60114865,BR,False
60236532,Instituição 60236532,BR,False
60394079,Banco Itaubank,BR,True
60498557,Banco MUFG Brasil,BR,True
60518222,Banco Sumitomo Mitsui Brasileiro,BR,True
60701190,Itaú,BR,True
60717928,Instituição 60717928,BR,False
60746948,Banco Bradesco,BR,True
60770336,Instituição 60770336,BR,False
60779196,Crefisa,BR,True
60783503,Instituição 60783503,BR,False
60814191,Banco Mercedes-benz do Brasil,BR,True
60850229,Omni Banco,BR,True
60872504,Itaú Unibanco Holding,BR,False
60872983,Instituição 60872983,BR,False
60889128,Banco Sofisa,BR,True
60935819,Instituição 60935819,BR,False
61021673,Magalupay - Sociedade de Crédito Financiamento e Investimento,BR,False
61024352,Banco Pleno S.A. - Em Liquidação Extrajudicial,BR,False
61033106,Banco Crefisa,BR,True
61039038,Instituição 61039038,BR,False
61088183,Banco Mizuho do Brasil,BR,True
61182408,Banco Investcred Unibanco,BR,True
61186680,Banco BMG,BR,True
61190658,Instituição 61190658,BR,False
61194353,Instituição 61194353,BR,False
61348538,Banco C6 Consignado,BR,True
61384004,Avenue Securities Banco de Investimento,BR,False
61444949,Sagitur Corretora de Câmbio,BR,False
61533584,Banco Societe Generale Brasil,BR,True
61637240,Instituição 61637240,BR,False
61723847,Neon Corretora de Títulos e Valores Mobiliários,BR,False
61747085,Tullett Prebon Brasil Corretora de Valores e Câmbio Ltda,BR,False
61809182,UBS (brasil) Corretora de Valores,BR,False
61820817,Banco Paulista,BR,True
61855045,Instituição 61855045,BR,False
61971803,Instituição 61971803,BR,False
62063177,Instituição 62063177,BR,False
62073200,Bank Of America Merrill Lynch,BR,True
62090873,Instituição 62090873,BR,False
62109566,Credisan Cooperativa de Crédito,BR,False
62144175,Banco Pine,BR,True
62169875,Nu Investimentos S.A. - Corretora de Títulos e Valores Mobiliários,BR,False
62178421,Instituição 62178421,BR,False
62198637,Instituição 62198637,BR,False
62223733,Instituição 62223733,BR,False
62232889,Banco Daycoval,BR,True
62237425,Instituição 62237425,BR,False
62237649,Carol Distribuidora de Titulos e Valores Mobiliarios Ltda.,BR,False
62264924,Qore Distribuidora de Titulos e Valores Mobiliários Ltda,BR,False
62280490,Instituição 62280490,BR,False
62284385,Instituição 62284385,BR,False
62285390,Qi Corretora de Títulos e Valores Mobiliários,BR,False
62287735,Warren Rena Distribuidora de Títulos e Valores Mobiliários Ltda,BR,False
62307848,Instituição 62307848,BR,False
62318407,Instituição 62318407,BR,False
62331228,Deutsche Bank S.A. - Banco Alemao,BR,True
62375134,Instituição 62375134,BR,False
62418140,Instituição 62418140,BR,False
62421979,Banco BMG Soluções Financeiras,BR,True
62448932,Multiplike Financeira S.A. Sociedade de Crédito Financiamento e Investimento,BR,False
62451088,Instituição 62451088,BR,False
62469998,Instituição 62469998,BR,False
62562012,Instituição 62562012,BR,False
62605290,Instituição 62605290,BR,False
62667674,Instituição 62667674,BR,False
62673470,Instituição 62673470,BR,False
62795257,Instituição 62795257,BR,False
62816426,Instituição 62816426,BR,False
62895230,Instituição 62895230,BR,False
62928320,Instituição 62928320,BR,False
62931522,Instituição 62931522,BR,False
63055668,Instituição 63055668,BR,False
63062749,Instituição 63062749,BR,False
63229629,Instituição 63229629,BR,False
63822040,Instituição 63822040,BR,False
63917579,Instituição 63917579,BR,False
64237530,Instituição 64237530,BR,False
64276058,Instituição 64276058,BR,False
64293582,Instituição 64293582,BR,False
64480833,Instituição 64480833,BR,False
64739121,Instituição 64739121,BR,False
64835226,Instituição 64835226,BR,False
65229254,Instituição 65229254,BR,False
65239402,Instituição 65239402,BR,False
65635377,Instituição 65635377,BR,False
65645137,Instituição 65645137,BR,False
65654303,Instituição 65654303,BR,False
65697260,Instituição 65697260,BR,False
65913436,Safra Asset Corretora de Títulos e Valores Mobiliários,BR,False
66259110,Instituição 66259110,BR,False
66262643,Instituição 66262643,BR,False
66398496,Instituição 66398496,BR,False
66402207,Instituição 66402207,BR,False
66463407,Instituição 66463407,BR,False
66788142,Instituição 66788142,BR,False
67030395,Trustee Distribuidora de Títulos e Valores Mobiliários Ltda.,BR,False
67031757,Instituição 67031757,BR,False
67096909,Instituição 67096909,BR,False
67341487,Instituição 67341487,BR,False
67600379,Instituição 67600379,BR,False
67915868,Instituição 67915868,BR,False
67960229,Instituição 67960229,BR,False
68228006,Instituição 68228006,BR,False
68314921,Instituição 68314921,BR,False
68512748,Instituição 68512748,BR,False
68742204,Instituição 68742204,BR,False
68757681,Simpaul Corretora de Cambio e Valores Mobiliarios,BR,False
68848563,Instituição 68848563,BR,False
68900810,Banco Rendimento,BR,True
68969625,Instituição 68969625,BR,False
69136075,Instituição 69136075,BR,False
69346856,Instituição 69346856,BR,False
69720894,Instituição 69720894,BR,False
69720910,Instituição 69720910,BR,False
70038237,Instituição 70038237,BR,False
70116611,Instituição 70116611,BR,False
70119680,Cooperativa Central de Crédito Poupança e Investimento do Nordeste - Central Sicredi Nordeste,BR,False
70241658,Instituição 70241658,BR,False
70431630,Instituição 70431630,BR,False
70937271,Instituição 70937271,BR,False
71027866,Banco BS2,BR,True
71069587,Instituição 71069587,BR,False
71146450,Instituição 71146450,BR,False
71154256,Instituição 71154256,BR,False
71154876,Instituição 71154876,BR,False
71163315,Instituição 71163315,BR,False
71207740,Instituição 71207740,BR,False
71230338,Instituição 71230338,BR,False
71237184,Instituição 71237184,BR,False
71238232,Instituição 71238232,BR,False
71243034,Instituição 71243034,BR,False
71261184,Instituição 71261184,BR,False
71297899,Instituição 71297899,BR,False
71328769,Instituição 71328769,BR,False
71336432,Instituição 71336432,BR,False
71378426,Instituição 71378426,BR,False
71384697,Instituição 71384697,BR,False
71392047,Instituição 71392047,BR,False
71418784,Instituição 71418784,BR,False
71419600,Instituição 71419600,BR,False
71432926,Instituição 71432926,BR,False
71441406,Instituição 71441406,BR,False
71479653,Instituição 71479653,BR,False
71491609,Instituição 71491609,BR,False
71502181,Instituição 71502181,BR,False
71506513,Instituição 71506513,BR,False
71590442,Lastro Rdv Distribuidora de Títulos e Valores Mobiliários Ltda.,BR,False
71677850,Frente Sociedade Corretora de Câmbio S.A. - Em Liquidação Extrajudicial,BR,False
71698674,Instituição 71698674,BR,False
71884498,Instituição 71884498,BR,False
71965313,Instituição 71965313,BR,False
72128440,Instituição 72128440,BR,False
72257793,Instituição 72257793,BR,False
72556996,Instituição 72556996,BR,False
72600026,Instituição 72600026,BR,False
72952138,Instituição 72952138,BR,False
73077398,Instituição 73077398,BR,False
73085573,Instituição 73085573,BR,False
73092827,Instituição 73092827,BR,False
73113243,Instituição 73113243,BR,False
73254757,Instituição 73254757,BR,False
73279093,Instituição 73279093,BR,False
73302408,Exim Corretora de Cambio Ltda,BR,False
73326449,Instituição 73326449,BR,False
73398646,Instituição 73398646,BR,False
73422792,Instituição 73422792,BR,False
73443863,Instituição 73443863,BR,False
73622748,Bt Corretora de Câmbio Ltda.,BR,False
73631483,Instituição 73631483,BR,False
73647935,Instituição 73647935,BR,False
73750424,Instituição 73750424,BR,False
74014747,Ágora Corretora de Titulos e Valores Mobiliarios,BR,False
74064502,Instituição 74064502,BR,False
74114042,Instituição 74114042,BR,False
74220948,Instituição 74220948,BR,False
74244344,Instituição 74244344,BR,False
74248949,Instituição 74248949,BR,False
74828799,Novo Banco Continental,BR,True
75174953,Instituição 75174953,BR,False
75647891,Banco Crédit Agricole Brasil,BR,True
76059997,Instituição 76059997,BR,False
76461557,Cooperativa de Crédito Rural Coopavel,BR,False
76543115,Banco Sistema,BR,True
76621457,Instituição 76621457,BR,False
76641497,Dourada Corretora de Câmbio Ltda.,BR,False
77162881,Instituição 77162881,BR,False
77984870,Instituição 77984870,BR,False
78157146,Credialiança Cooperativa de Crédito Rural,BR,False
78414067,Instituição 78414067,BR,False
78483310,Instituição 78483310,BR,False
78626983,Banco Vr,BR,True
78632767,Ouribank,BR,True
78825023,Instituição 78825023,BR,False
78825270,Instituição 78825270,BR,False
78834975,Instituição 78834975,BR,False
78840071,Instituição 78840071,BR,False
78858107,Instituição 78858107,BR,False
78862083,Instituição 78862083,BR,False
78865995,Instituição 78865995,BR,False
78907607,Instituição 78907607,BR,False
79052122,Instituição 79052122,BR,False
79063574,Instituição 79063574,BR,False
79086997,Instituição 79086997,BR,False
79342069,Instituição 79342069,BR,False
79457883,Instituição 79457883,BR,False
80160260,Instituição 80160260,BR,False
80202872,Instituição 80202872,BR,False
80230774,Cooperativa Central de Crédito Poupança e Investimento dos Estados do Paraná São Paulo e Rio de Janeiro - Central Sicredi Pr/sp/rj,BR,False
80271455,Banco Rnx,BR,True
80959612,Instituição 80959612,BR,False
80959638,Instituição 80959638,BR,False
81011686,Instituição 81011686,BR,False
81014060,Instituição 81014060,BR,False
81016131,Instituição 81016131,BR,False
81054686,Instituição 81054686,BR,False
81099491,Instituição 81099491,BR,False
81115149,Instituição 81115149,BR,False
81192106,Instituição 81192106,BR,False
81206039,Instituição 81206039,BR,False
81292278,Instituição 81292278,BR,False
81367880,Instituição 81367880,BR,False
81466286,Instituição 81466286,BR,False
81607046,Instituição 81607046,BR,False
81706616,Instituição 81706616,BR,False
81723108,Credicoamo Credito Rural Cooperativa,BR,False
82065285,Instituição 82065285,BR,False
82096447,Credi&gente - Cooperativa de Crédito e Investimentos,BR,False
82133182,Instituição 82133182,BR,False
82527557,Instituição 82527557,BR,False
82639451,Instituição 82639451,BR,False
82937293,Instituição 82937293,BR,False
83315408,Instituição 83315408,BR,False
83325811,Instituição 83325811,BR,False
83836114,Instituição 83836114,BR,False
84156470,Instituição 84156470,BR,False
84974278,Instituição 84974278,BR,False
85291086,Instituição 85291086,BR,False
86389236,Instituição 86389236,BR,False
86564051,Instituição 86564051,BR,False
86585049,Instituição 86585049,BR,False
86774775,Instituição 86774775,BR,False
86791837,Instituição 86791837,BR,False
86803939,Instituição 86803939,BR,False
86829827,Instituição 86829827,BR,False
86913993,Instituição 86913993,BR,False
87067757,Instituição 87067757,BR,False
87091716,Instituição 87091716,BR,False
87437687,Cooperativa Central de Crédito Poupança e Investimento do Sul e Sudeste - Central Sicredi Sul/sudeste,BR,False
87510475,Instituição 87510475,BR,False
87733077,Instituição 87733077,BR,False
87733770,Instituição 87733770,BR,False
87779625,Instituição 87779625,BR,False
87780268,Instituição 87780268,BR,False
87780284,Instituição 87780284,BR,False
87781530,Instituição 87781530,BR,False
87784088,Instituição 87784088,BR,False
87795639,Instituição 87795639,BR,False
87853206,Instituição 87853206,BR,False
87900411,Instituição 87900411,BR,False
87900601,Instituição 87900601,BR,False
87963450,Magnetis - Distribuidora de Títulos e Valores Mobiliários Ltda,BR,False
88038260,Instituição 88038260,BR,False
88043187,Instituição 88043187,BR,False
88099247,Instituição 88099247,BR,False
88183173,Instituição 88183173,BR,False
88325113,Instituição 88325113,BR,False
88471024,Instituição 88471024,BR,False
88530142,Instituição 88530142,BR,False
88894548,Instituição 88894548,BR,False
88952130,Instituição 88952130,BR,False
89049738,Instituição 89049738,BR,False
89126130,Instituição 89126130,BR,False
89280960,Instituição 89280960,BR,False
89468565,Instituição 89468565,BR,False
89784367,Instituição 89784367,BR,False
89960090,Rb Investimentos Distribuidora de Titulos e Valores Mobiliarios Limitada,BR,False
89990501,Instituição 89990501,BR,False
90278987,Instituição 90278987,BR,False
90400888,Santander Brasil,BR,True
90497256,Instituição 90497256,BR,False
90560434,Instituição 90560434,BR,False
90608712,Instituição 90608712,BR,False
90729369,Instituição 90729369,BR,False
91018408,Instituição 91018408,BR,False
91159764,Instituição 91159764,BR,False
91586982,Instituição 91586982,BR,False
91669747,Dm Sociedade de Crédito Financiamento e Investimento,BR,False
91884981,Banco John Deere,BR,True
92228410,Instituição 92228410,BR,False
92236777,Instituição 92236777,BR,False
92555150,Instituição 92555150,BR,False
92675578,Instituição 92675578,BR,False
92702067,Banco do Estado do Rio Grande do Sul,BR,True
92764489,Instituição 92764489,BR,False
92796564,Instituição 92796564,BR,False
92816560,Instituição 92816560,BR,False
92825397,Cooperativa de Economia e Crédito Mútuo dos Eletricitários e dos Trabalhadores das Empresas do Setor de Energia - Coopcrece,BR,False
92856905,Advanced Corretora de Câmbio Ltda - Em Liquidação Extrajudicial,BR,False
92858380,Instituição 92858380,BR,False
92874270,Banco Digimais,BR,True
92875780,Warren Corretora de Valores Mobiliários e Câmbio Ltda.,BR,False
92880749,Instituição 92880749,BR,False
92894922,Banco Original,BR,True
92934215,Instituição 92934215,BR,False
92935741,Instituição 92935741,BR,False
93026847,Instituição 93026847,BR,False
94243839,Instituição 94243839,BR,False
94433109,Instituição 94433109,BR,False
94968518,Efx Corretora de Câmbio Ltda.,BR,False
95163002,Instituição 95163002,BR,False
95213211,Instituição 95213211,BR,False
95424891,Instituição 95424891,BR,False
95594941,Instituição 95594941,BR,False
96409263,Instituição 96409263,BR,False
96477906,Instituição 96477906,BR,False
97259253,Instituição 97259253,BR,False
97406706,Instituição 97406706,BR,False
97447304,Instituição 97447304,BR,False
97489280,Instituição 97489280,BR,False
