codigo,razon_social,country,es_banco
12599971,Instituição 12599971,BR,False
12651789,Instituição 12651789,BR,False
12815827,Instituição 12815827,BR,False
12865507,Brk S.A. Crédito Financiamento e Investimento,BR,False
13009717,Banco do Estado de Sergipe,BR,True
13059145,Ebury Banco de Câmbio,BR,False
13140088,Acesso Soluções de Pagamento S.A. - Instituição de Pagamento,BR,False
13178690,Instituição 13178690,BR,False
13203354,Fits Instituição de Pagamento,BR,False
13220493,Br Partners Banco de Investimento,BR,False
13293225,Órama Distribuidora de Títulos e Valores Mobiliários,BR,False
13370835,Dock Instituição de Pagamento,BR,False
13486793,Brl Trust Distribuidora de Títulos e Valores Mobiliários,BR,False
13660104,Instituição 13660104,BR,False
13673855,Oslo Capital Distribuidora de Títulos e Valores Mobiliários,BR,False
13720915,Banco Western Union do Brasil,BR,True
13728156,Instituição 13728156,BR,False
13776742,Instituição 13776742,BR,False
13884775,Magalupay Instituição de Pagamento,BR,False
13935893,Celcoin Instituicao de Pagamento,BR,False
13966572,Instituição 13966572,BR,False
14046512,Instituição 14046512,BR,False
14190547,Cambionet Corretora de Câmbio Ltda.,BR,False
14388334,Paraná Banco,BR,False
14388516,Instituição 14388516,BR,False
14511781,Bari Companhia Hipotecária,BR,False
14568725,Instituição 14568725,BR,False
14796606,Instituição 14796606,BR,False
14913919,Instituição 14913919,BR,False
15011719,Instituição 15011719,BR,False
15077393,Instituição 15077393,BR,False
15111975,Iugu Instituição de Pagamento,BR,False
15114366,Banco BOCOM BBM,BR,True
15122605,Instituição 15122605,BR,False
15124464,Banco Besa,BR,True
15163587,Instituição 15163587,BR,False
15168152,Instituição 15168152,BR,False
15173776,Social Bank,BR,True
15213150,Instituição 15213150,BR,False
15227994,Instituição 15227994,BR,False
15357060,Banco Woori Bank do Brasil,BR,True
15482499,Instituição 15482499,BR,False
15489568,Intra Investimentos Distribuidora de Títulos e Valores Mobiliários Ltda,BR,False
15581638,Facta Financeira S.A. - Crédito Financiamento e Investimento,BR,False
15761217,Instituição 15761217,BR,False
16501555,Stone Instituição de Pagamento,BR,False
16564240,Instituição 16564240,BR,False
16581207,Instituição 16581207,BR,False
16651002,Instituição 16651002,BR,False
16668076,Instituição 16668076,BR,False
16683062,Instituição 16683062,BR,False
16695922,Id Corretora de Títulos e Valores Mobiliários,BR,False
16721078,Instituição 16721078,BR,False
16779741,Instituição 16779741,BR,False
16814330,Bk Instituição de Pagamento,BR,False
16854999,Instituição 16854999,BR,False
16927221,Amazônia Corretora de Câmbio Ltda.,BR,False
16944141,Broker Brasil Corretora de Câmbio Ltda.,BR,False
17079937,Pinbank Brasil Instituição de Pagamento,BR,False
17157777,Banco Nacional,BR,False
17167412,Instituição 17167412,BR,False
17184037,Banco Mercantil do Brasil,BR,True
17192451,Instituição 17192451,BR,False
17298092,Banco Itaú Bba,BR,True
17312083,Instituição 17312083,BR,False
17312661,Instituição 17312661,BR,False
17314501,Instituição 17314501,BR,False
17315359,Instituição 17315359,BR,False
17343510,Instituição 17343510,BR,False
17343682,Instituição 17343682,BR,False
17351180,Banco Triangulo,BR,True
17352220,Senso Corretora de Cambio e Valores Mobiliarios,BR,False
17354911,Instituição 17354911,BR,False
17359351,Instituição 17359351,BR,False
17361536,Instituição 17361536,BR,False
17364795,Instituição 17364795,BR,False
17411307,Instituição 17411307,BR,False
17441197,Instituição 17441197,BR,False
17453575,Icbc do Brasil,BR,True
17502881,Instituição 17502881,BR,False
17508380,Instituição 17508380,BR,False
17607375,Instituição 17607375,BR,False
17635177,Instituição 17635177,BR,False
17768068,Instituição 17768068,BR,False
17772370,Vips Corretora de Câmbio,BR,False
17819084,Instituição 17819084,BR,False
17826860,Bms Sociedade de Crédito Direto,BR,False
17887874,Instituição 17887874,BR,False
17904906,Instituição 17904906,BR,False
18140913,Instituição 18140913,BR,False
18145784,Instituição 18145784,BR,False
18188384,Crefaz Sociedade de Crédito Ao Microempreendedor e A Empresa de Pequeno Porte,BR,False
18189547,Cloudwalk Instituição de Pagamento e Servicos Ltda,BR,False
18236120,Nubank,BR,True
18282093,Oxy Companhia Hipotecária,BR,False
18287740,Instituição 18287740,BR,False
18310649,Instituição 18310649,BR,False
18340695,Instituição 18340695,BR,False
18394228,Cdc Sociedade de Crédito Direto,BR,False
18520834,UBS BB Banco de Investimento,BR,False
18539102,Instituição 18539102,BR,False
18587586,Instituição 18587586,BR,False
18684408,Azimut Brasil Distribuidora de Títulos e Valores Mobiliários Ltda,BR,False
18810553,Instituição 18810553,BR,False
18846364,Instituição 18846364,BR,False
18945670,Instituição 18945670,BR,False
18966739,Instituição 18966739,BR,False
19086249,Instituição 19086249,BR,False
19307785,Braza Bank S.A. Banco de Câmbio,BR,True
19324634,Lamara Sociedade de Crédito Direto,BR,False
19402130,Instituição 19402130,BR,False
19449602,Instituição 19449602,BR,False
19468242,Ifood Pago Instituição de Pagamento,BR,False
19495266,Instituição 19495266,BR,False
19540550,Asaas Gestão Financeira Instituição de Pagamento,BR,False
19551787,Instituição 19551787,BR,False
19869338,Instituição 19869338,BR,False
19875244,Instituição 19875244,BR,False
19962468,Instituição 19962468,BR,False
20018183,Stark Bank S.A. - Instituicao de Pagamento,BR,False
20062766,Instituição 20062766,BR,False
20110153,Instituição 20110153,BR,False
20155248,Unida Distribuidora de Títulos e Valores Mobiliários Ltda.,BR,False
20158571,Instituição 20158571,BR,False
20177390,Instituição 20177390,BR,False
20251847,Sudacred Sociedade de Crédito Direto,BR,False
20269566,Instituição 20269566,BR,False
20308187,Avancard Prover Instituição de Pagamento Ltda,BR,False
20443996,Becker Financeira S.A. - Crédito Financiamento e Investimento,BR,False
20520298,Instituição 20520298,BR,False
20622809,Instituição 20622809,BR,False
20757199,Pay4fun Instituicao de Pagamento,BR,False
20833976,Instituição 20833976,BR,False
20833992,Cooperativa de Crédito Mútuo dos Empregados do Centro Universitário Newton Paiva Ltda. - Credipaiva,BR,False
20855875,Neon Pagamentos S.A. - Instituição de Pagamento,BR,False
20961629,Instituição 20961629,BR,False
21018182,Ebanx Instituicao de Pagamentos Ltda.,BR,False
21040668,Instituição 21040668,BR,False
21110927,Instituição 21110927,BR,False
21130869,Instituição 21130869,BR,False
21198087,Instituição 21198087,BR,False
21332862,Cartos Sociedade de Crédito Direto,BR,False
21597133,Instituição 21597133,BR,False
21661202,Instituição 21661202,BR,False
21670187,Instituição 21670187,BR,False
21797311,Instituição 21797311,BR,False
21866694,Instituição 21866694,BR,False
21995256,Mag Instituicao de Pagamento Ltda,BR,False
22121209,Instituição 22121209,BR,False
22177858,Instituição 22177858,BR,False
22575466,Srm Bank Instituição de Pagamento,BR,False
22610500,Vortx Distribuidora de Titulos e Valores Mobiliarios Ltda.,BR,False
22639377,Instituição 22639377,BR,False
22656789,Instituição 22656789,BR,False
22724710,Instituição 22724710,BR,False
22749014,Instituição 22749014,BR,False
22753982,Instituição 22753982,BR,False
22760839,Instituição 22760839,BR,False
22896431,Picpay Instituição de Pagamento,BR,True
23010182,Instituição 23010182,BR,False
23114447,Flagship Instituicao de Pagamento Ltda,BR,False
23241540,Instituição 23241540,BR,False
23511655,Instituição 23511655,BR,False
23522214,Commerzbank Brasil,BR,True
23623636,Instituição 23623636,BR,False
23757411,Instituição 23757411,BR,False
23862762,Will Financeira S.A. Crédito Financiamento e Investimento - Em Liquidação Extrajudicial,BR,False
23903068,Instituição 23903068,BR,False
23949522,Instituição 23949522,BR,False
24048910,Instituição 24048910,BR,False
24074692,Guitta Corretora de Cambio Ltda.,BR,False
24235459,Instituição 24235459,BR,False
24313102,99pay Instituicao de Pagamento,BR,False
24361690,Instituição 24361690,BR,False
24431221,Instituição 24431221,BR,False
24537861,Ffa Sociedade de Crédito Ao Microempreendedor e À Empresa de Pequeno Porte Ltda.,BR,False
24610065,Instituição 24610065,BR,False
24654881,Instituição 24654881,BR,False
24795049,Instituição 24795049,BR,False
24799033,Instituição 24799033,BR,False
24830879,Instituição 24830879,BR,False
24933830,Instituição 24933830,BR,False
25021356,Instituição 25021356,BR,False
25104230,Pagare Instituicao de Pagamento,BR,False
25238191,Instituição 25238191,BR,False
25280945,Instituição 25280945,BR,False
25353939,Instituição 25353939,BR,False
25363615,Instituição 25363615,BR,False
25387655,Instituição 25387655,BR,False
25387671,Instituição 25387671,BR,False
25387713,Instituição 25387713,BR,False
25395435,Instituição 25395435,BR,False
25404542,Instituição 25404542,BR,False
25420696,Instituição 25420696,BR,False
25528753,Instituição 25528753,BR,False
25536764,Instituição 25536764,BR,False
25606237,Instituição 25606237,BR,False
25626490,Instituição 25626490,BR,False
25674235,Instituição 25674235,BR,False
25683434,Instituição 25683434,BR,False
25683475,Instituição 25683475,BR,False
25743311,Instituição 25743311,BR,False
25798596,Instituição 25798596,BR,False
26014175,Instituição 26014175,BR,False
26072728,Instituição 26072728,BR,False
26178111,Instituição 26178111,BR,False
26178533,Instituição 26178533,BR,False
26191078,Instituição 26191078,BR,False
26225776,Instituição 26225776,BR,False
26264220,Zero Instituição de Pagamento,BR,False
26359745,Instituição 26359745,BR,False
26408161,Instituição 26408161,BR,False
26408187,Instituição 26408187,BR,False
26526166,Instituição 26526166,BR,False
26529420,Instituição 26529420,BR,False
26549311,Instituição 26549311,BR,False
26555235,Instituição 26555235,BR,False
26563270,Primacredi Credisis - Cooperativa de Crédito de Primavera do Leste,BR,False
26615279,Tycoon Technology Instituicao de Pagamento,BR,False
26758433,Instituição 26758433,BR,False
26960328,Instituição 26960328,BR,False
27084098,Transfeera Instituição de Pagamento,BR,False
27098060,Banco Digio,BR,True
27140946,Instituição 27140946,BR,False
27171974,Instituição 27171974,BR,False
27214112,Al5 S.A. Sociedade de Crédito Financiamento e Investimento,BR,False
27302181,Cooperativa de Crédito dos Servidores da Universidade Federal do Espirito Santo,BR,False
27348513,Instituição 27348513,BR,False
27351731,Realize Sociedade de Crédito Financiamento e Investimento,BR,False
27652684,Genial Investimentos Corretora de Valores Mobiliários,BR,False
27842177,Bpy Corretora de Câmbio Títulos e Valores Mobiliários,BR,False
27970567,Hinova Pay Instituicao de Pagamento,BR,False
28048783,Instituição 28048783,BR,False
28080769,Instituição 28080769,BR,False
28127603,Banestes S.A. Banco do Estado do Espírito Santo,BR,True
28145589,Instituição 28145589,BR,False
28145829,Instituição 28145829,BR,False
28156057,Instituição 28156057,BR,False
28195667,Banco ABC Brasil,BR,True
28244622,Instituição 28244622,BR,False
28435685,Instituição 28435685,BR,False
28517628,Instituição 28517628,BR,False
28581308,Instituição 28581308,BR,False
28650236,Galapagos Capital Distribuidora de Títulos e Valores Mobiliários,BR,False
28683892,Instituição 28683892,BR,False
28762249,Instituição 28762249,BR,False
28811341,Banco Stonex,BR,True
28885036,Instituição 28885036,BR,False
28979546,Instituição 28979546,BR,False
29030467,Scotiabank Brasil,BR,True
29162769,Santander Corretora de Títulos e Valores Mobiliários,BR,False
29341260,Instituição 29341260,BR,False
29650082,Instituição 29650082,BR,False
29759316,Instituição 29759316,BR,False
29985421,Instituição 29985421,BR,False
30138226,Instituição 30138226,BR,False
30172491,Instituição 30172491,BR,False
30183111,Instituição 30183111,BR,False
30304919,Instituição 30304919,BR,False
30306294,BTG Pactual,BR,True
30507541,Brasil Cash Instituicao de Pagamento,BR,False
30586895,Instituição 30586895,BR,False
30680829,Nu Financeira S.A. - Sociedade de Crédito Financiamento e Investimento,BR,False
30723871,Casas Bahia Pay Instituição de Pagamento Ltda.,BR,False
30723886,Banco Modal,BR,True
30765018,Instituição 30765018,BR,False
30798783,Instituição 30798783,BR,False
30822936,Instituição 30822936,BR,False
30944783,Pagprime Instituicao de Pagamento Ltda,BR,False
30949267,Instituição 30949267,BR,False
30980539,Okto Instituição de Pagamento,BR,False
31531997,Instituição 31531997,BR,False
31546476,Instituição 31546476,BR,False
31597552,Banco Classico,BR,False
31680151,Swap Instituição de Pagamento,BR,False
31746993,Instituição 31746993,BR,False
31749596,Ideal Corretora de Títulos e Valores Mobiliários,BR,False
31804966,Instituição 31804966,BR,False
31815293,Instituição 31815293,BR,False
31818873,Instituição 31818873,BR,False
31872495,Banco C6,BR,True
31880826,Banco Guanabara,BR,True
31895683,Banco Industrial do Brasil,BR,True
32062580,Banco UBS (brasil),BR,True
32074986,Beeteller Instituição de Pagamento Ltda.,BR,False
32192325,Uzzipay Instituição de Pagamento,BR,False
32206435,Instituição 32206435,BR,False
32219232,Instituição 32219232,BR,False
32223020,Instituição 32223020,BR,False
32343119,Instituição 32343119,BR,False
32345784,Instituição 32345784,BR,False
32402502,Qi Sociedade de Crédito Direto,BR,False
32422628,Instituição 32422628,BR,False
32428294,Instituição 32428294,BR,False
32430233,Instituição 32430233,BR,False
32467086,Instituição 32467086,BR,False
32474884,Instituição 32474884,BR,False
32588139,Instituição 32588139,BR,False
32615247,Instituição 32615247,BR,False
32648370,Fair Sociedade Corretora de Câmbio,BR,False
32708748,We Pay Out Instituicao de Pagamento Ltda.,BR,False
32778350,Instituição 32778350,BR,False
32820711,Efex Instituição de Pagamento,BR,False
32971064,Instituição 32971064,BR,False
32982245,Instituição 32982245,BR,False
32983165,Instituição 32983165,BR,False
32995755,Instituição 32995755,BR,False
32997490,Creditas Sociedade de Crédito Direto,BR,False
33021064,Instituição 33021064,BR,False
33022690,Instituição 33022690,BR,False
33040601,Mercantil Financeira S.A. - Sociedade de Crédito Financiamento e Investimento.,BR,False
33042151,Banco de La Nacion Argentina,BR,True
33042953,Citibank N.a.,BR,False
33132044,Banco Cedula,BR,True
33136888,Instituição 33136888,BR,False
33147315,Banco Bradesco Berj,BR,True
33171211,Instituição 33171211,BR,False
33172537,Banco J.P. Morgan,BR,True
33222241,Instituição 33222241,BR,False
33254319,Instituição 33254319,BR,False
33264668,Banco XP,BR,True
33311713,Instituição 33311713,BR,False
33370115,Instituição 33370115,BR,False
33416108,Instituição 33416108,BR,False
33444505,Instituição 33444505,BR,False
33449007,Instituição 33449007,BR,False
33466988,Banco Caixa Geral - Brasil,BR,True
33479023,Banco Citibank,BR,True
33579731,Instituição 33579731,BR,False
33588252,Banco Induscred de Investimento,BR,True
33603457,Banco Rodobens,BR,True
33615055,Instituição 33615055,BR,False
33630661,Instituição 33630661,BR,False
33644196,Banco Fator,BR,True
33657248,Banco Nacional de Desenvolvimento Economico e Social,BR,False
33667205,Cooperativa Central de Crédito Poupança e Investimento do Centro Norte do Brasil - Central Sicredi Centro Norte,BR,False
33709114,Instituição 33709114,BR,False
33735192,Instituição 33735192,BR,False
33737818,Cooperativa Central de Crédito Poupança e Investimento de Mato Grosso do Sul Goiás Distrito Federal e Tocantins - Central Sicredi Brasil Central,BR,False
33775974,Ativa Investimentos S.A. Corretora de Títulos Câmbio e Valores,BR,False
33817677,Instituição 33817677,BR,False
33850686,Instituição 33850686,BR,False
33851064,Instituição 33851064,BR,False
33851205,Instituição 33851205,BR,False
33862244,Bgc Liquidez Distribuidora de Títulos e Valores Mobiliários Ltda,BR,False
33868597,Instituição 33868597,BR,False
33884941,Banco Master Múltiplo S.A. - Em Liquidação Extrajudicial,BR,False
33885724,Banco Itaú Consignado,BR,True
33886862,Master S/A Corretora de Câmbio Títulos e Valores Mobiliários - Em Liquidação Extrajudicial,BR,False
33890605,Instituição 33890605,BR,False
33894445,Instituição 33894445,BR,False
33923111,Instituição 33923111,BR,False
33923798,Banco Master S/A - Em Liquidação Extrajudicial,BR,False
33924028,Instituição 33924028,BR,False
33959738,Mova Sociedade de Empréstimo Entre Pessoas,BR,False
33987793,Banco UBS Brasil,BR,True
34006497,Instituição 34006497,BR,False
34088029,Listo Sociedade de Credito Direto,BR,False
34111187,Haitong Banco de Investimento do Brasil,BR,False
34139916,Emcash Serviços Financeiros Sociedade de Empréstimo Entre Pessoas,BR,False
34148882,Instituição 34148882,BR,False
34169557,Instituição 34169557,BR,False
34190991,Instituição 34190991,BR,False
34254279,Instituição 34254279,BR,False
34265561,Instituição 34265561,BR,False
34265629,Intercam Corretora de Câmbio Ltda.,BR,False
34270520,Instituição 34270520,BR,False
34335592,Ótimo Sociedade de Crédito Direto,BR,False
34337707,Bmp Sociedade de Crédito Direto,BR,False
34471744,Pagme Instituição de Pagamento Ltda.,BR,False
34590184,Instituição 34590184,BR,False
34666362,Instituição 34666362,BR,False
34669130,Instituição 34669130,BR,False
34711571,Vitreo Distribuidora de Títulos e Valores Mobiliários,BR,False
34747388,Issuer Instituicao de Pagamento Ltda.,BR,False
34829992,Cbsf Distribuidora de Títulos e Valores Mobiliários S.a.- Em Liquidação Extrajudicial,BR,False
34831910,Instituição 34831910,BR,False
34846868,Instituição 34846868,BR,False
34878543,Instituição 34878543,BR,False
34978626,Instituição 34978626,BR,False
34991938,Instituição 34991938,BR,False
35084163,Instituição 35084163,BR,False
35136120,Instituição 35136120,BR,False
35210410,Onekey Payments Instituicao de Pagamento,BR,False
35274306,Instituição 35274306,BR,False
35340796,Inco Sociedade de Empréstimo Entre Pessoas,BR,False
35470647,Instituição 35470647,BR,False
35479592,Dufrio Financeira Crédito Financiamento e Investimentos,BR,False
35523352,Bees Instituicao de Pagamento Ltda.,BR,False
35534511,Instituição 35534511,BR,False
35542555,Instituição 35542555,BR,False
35551187,Plantae S.A. - Crédito Financiamento e Investimento,BR,False
35571249,Instituição 35571249,BR,False
35713491,Prototype Instituicao de Pagamento,BR,False
35810871,Z1 Instituição de Pagamento Ltda.,BR,False
35911258,Instituição 35911258,BR,False
35977097,Up.p Sociedade de Empréstimo Entre Pessoas,BR,False
36010822,Instituição 36010822,BR,False
36113876,Oliveira Trust Distribuidora de Títulos e Valores Mobiliarios,BR,False
36266751,Finvest Distribuidora de Títulos e Valores Mobiliários Ltda.,BR,False
36272465,Instituição 36272465,BR,False
36321990,Agoracred S/A Sociedade de Crédito Financiamento e Investimento,BR,False
36452762,Instituição 36452762,BR,False
36583700,Qista S.A. - Crédito Financiamento e Investimento,BR,False
36586946,Bonuspago Sociedade de Crédito Direto,BR,False
36588217,Instituição 36588217,BR,False
36658769,Instituição 36658769,BR,False
36690516,Pay Instituicao de Pagamento,BR,False
36864992,Maf Distribuidora de Títulos e Valores Mobiliários,BR,False
36900256,Instituição 36900256,BR,False
36947229,Cobuccio S/A - Sociedade de Crédito Financiamento e Investimentos,BR,False
37076205,Instituição 37076205,BR,False
37079720,Instituição 37079720,BR,False
37122487,Instituição 37122487,BR,False
37134759,Instituição 37134759,BR,False
37168145,Instituição 37168145,BR,False
37229413,Sociedade de Crédito Financiamento e Investimento Efí,BR,False
37241230,Sumup Sociedade de Crédito Direto,BR,False
37255049,Instituição 37255049,BR,False
37374538,Instituição 37374538,BR,False
37395399,Instituição 37395399,BR,False
37414009,Zipdin Soluções Digitais Sociedade de Crédito Direto,BR,False
37442605,Instituição 37442605,BR,False
37470405,Smart Solutions Group Instituicao de Pagamento Ltda,BR,False
37511258,Instituição 37511258,BR,False
37526080,Lend Sociedade de Crédito Direto,BR,False
37554441,Instituição 37554441,BR,False
37555231,Dm Sociedade de Crédito Direto,BR,False
37631058,Instituição 37631058,BR,False
37663090,Instituição 37663090,BR,False
37678915,Fidd Distribuidora de Títulos e Valores Mobiliários Ltda.,BR,False
37679449,Mercado Crédito Sociedade de Crédito Financiamento e Investimento,BR,False
37715993,Accredito - Sociedade de Crédito Direto,BR,False
37753531,Pagsmile Instituição de Pagamento Ltda.,BR,False
37763847,Instituição 37763847,BR,False
37800856,Instituição 37800856,BR,False
37880206,Cora Sociedade de Crédito Financiamento e Investimento,BR,False
37943755,Instituição 37943755,BR,False
38129006,Numbrs Sociedade de Crédito Direto,BR,False
38146949,Instituição 38146949,BR,False
38224857,Delfinance Sociedade de Credito Direto,BR,False
38316293,Instituição 38316293,BR,False
38320462,Instituição 38320462,BR,False
38372267,Instituição 38372267,BR,False
38429045,Vis Distribuidora de Títulos e Valores Mobiliários Ltda,BR,False
38486817,Instituição 38486817,BR,False
38588174,Instituição 38588174,BR,False
38593706,Multicred Sociedade de Crédito Direto,BR,False
38653626,Instituição 38653626,BR,False
39231527,Instituição 39231527,BR,False
39321657,Instituição 39321657,BR,False
39343350,Lar Cooperativa de Crédito - Lar Credi,BR,False
39416705,Octa Sociedade de Crédito Direto S.A. - Em Liquidação Extrajudicial,BR,False
39431423,Instituição 39431423,BR,False
39519944,Opea Sociedade de Crédito Direto,BR,False
39544456,Instituição 39544456,BR,False
39587424,Uy3 Sociedade de Crédito Direto,BR,False
39664698,Credsystem Sociedade de Crédito Direto,BR,False
39669186,Hemera Distribuidora de Títulos e Valores Mobiliários Ltda.,BR,False
39676772,Credifit Sociedade de Crédito Direto,BR,False
39696395,Cactvs Instituicao de Pagamento,BR,False
39696805,Instituição 39696805,BR,False
39738065,Ffcred Sociedade de Crédito Direto S.A..,BR,False
39908427,Stark Sociedade de Crédito Direto,BR,False
39993186,Instituição 39993186,BR,False
40083667,Capital Consig Sociedade de Crédito Direto,BR,False
40112555,Giro - Sociedade de Crédito Direto,BR,False
40269467,Instituição 40269467,BR,False
40276692,Protege Cash Instituição de Pagamento,BR,False
40303299,Portopar Distribuidora de Titulos e Valores Mobiliarios Ltda.,BR,False
40333582,Saygo Corretora de Câmbio,BR,False
40353377,Fourtrade Corretora de Câmbio Ltda.,BR,False
40429946,Instituição 40429946,BR,False
40434681,Azumi Distribuidora de Títulos e Valores Mobiliários Ltda.,BR,False
40473435,Repasses Financeiros e Solucoes Tecnologicas Instituicao de Pagamento,BR,False
40475846,J17 - Sociedade de Crédito Direto,BR,False
40571694,Instituição 40571694,BR,False
40654622,Trinus Sociedade de Crédito Direto,BR,False
40710595,Instituição 40710595,BR,False
40768766,Lions Trust Distribuidora de Títulos e Valores Mobiliários Ltda.,BR,False
40819834,Instituição 40819834,BR,False
40820176,Instituição 40820176,BR,False
40867163,Instituição 40867163,BR,False
41146382,Instituição 41146382,BR,False
41180092,Instituição 41180092,BR,False
41219353,Instituição 41219353,BR,False
41255225,Instituição 41255225,BR,False
41349521,Instituição 41349521,BR,False
41498340,Instituição 41498340,BR,False
41538335,Instituição 41538335,BR,False
41560568,Instituição 41560568,BR,False
41592532,Mérito Distribuidora de Títulos e Valores Mobiliários Ltda.,BR,False
41669227,Instituição 41669227,BR,False
41697103,Instituição 41697103,BR,False
41707258,Instituição 41707258,BR,False
41753500,Instituição 41753500,BR,False
41791005,Instituição 41791005,BR,False
41805003,Instituição 41805003,BR,False
41931221,Instituição 41931221,BR,False
41931445,Instituição 41931445,BR,False
42040639,Instituição 42040639,BR,False
42047025,Unavanti Sociedade de Crédito Direto,BR,False
42054886,Instituição 42054886,BR,False
42064545,Instituição 42064545,BR,False
42066258,Rji Corretora de Titulos e Valores Mobiliarios Ltda,BR,False
42100982,Instituição 42100982,BR,False
42107706,Instituição 42107706,BR,False
42258376,Instituição 42258376,BR,False
42259084,Artta Sociedade de Crédito Direto,BR,False
42272526,Bny Mellon Banco,BR,True
42445122,Instituição 42445122,BR,False
42584318,Instituição 42584318,BR,False
42622791,Instituição 42622791,BR,False
42627615,Instituição 42627615,BR,False
42723848,Instituição 42723848,BR,False
42873828,Instituição 42873828,BR,False
42880617,Instituição 42880617,BR,False
42887133,Instituição 42887133,BR,False
42898825,Instituição 42898825,BR,False
42926025,Instituição 42926025,BR,False
42934794,Instituição 42934794,BR,False
42963742,Bansur Jm Sociedade de Crédito Direto,BR,False
43010260,Instituição 43010260,BR,False
43050917,Instituição 43050917,BR,False
43060029,Instituição 43060029,BR,False
43167610,Instituição 43167610,BR,False
43180355,Pefisa S.A. - Crédito Financiamento e Investimento,BR,False
43182278,Instituição 43182278,BR,False
43215815,Instituição 43215815,BR,False
43268960,Instituição 43268960,BR,False
43394419,Instituição 43394419,BR,False
43438662,Instituição 43438662,BR,False
43446335,Instituição 43446335,BR,False
43488782,Instituição 43488782,BR,False
43561343,Instituição 43561343,BR,False
43599047,Superlógica Sociedade de Crédito Direto,BR,False
43730498,Instituição 43730498,BR,False
43774196,Instituição 43774196,BR,False
43815158,Instituição 43815158,BR,False
43818780,Instituição 43818780,BR,False
43978697,Kikai Sociedade de Crédito Direto,BR,False
44019481,Peak Sociedade de Empréstimo Entre Pessoas,BR,False
44064068,Oppens Sociedade de Emprestimo Entre Pessoas,BR,False
44077014,Br-capital Distribuidora de Títulos e Valores Mobiliários,BR,False
44128548,Instituição 44128548,BR,False
44154779,Instituição 44154779,BR,False
44189447,Banco de La Provincia de Buenos Aires,BR,True
44223196,Instituição 44223196,BR,False
44292580,Hr Digital - Sociedade de Crédito Direto,BR,False
44323831,Atual Sociedade Corretora de Câmbio Ltda,BR,False
44353942,Instituição 44353942,BR,False
44373041,Instituição 44373041,BR,False
44401800,Instituição 44401800,BR,False
44431743,Instituição 44431743,BR,False
44459799,Instituição 44459799,BR,False
44469161,Instituição 44469161,BR,False
44471172,Instituição 44471172,BR,False
44475245,Instituição 44475245,BR,False
44478623,Aticca - Sociedade de Crédito Direto,BR,False
44527444,Instituição 44527444,BR,False
44564204,Instituição 44564204,BR,False
44650156,Instituição 44650156,BR,False
44663846,Festor Instituição de Pagamento Ltda.,BR,False
44683140,Magnum Sociedade de Crédito Direto,BR,False
44705774,Somapay Sociedade de Crédito Direto,BR,False
44728700,Atf Sociedade de Crédito Direto,BR,False
44746352,Instituição 44746352,BR,False
44782130,Actual Distribuidora de Títulos e Valores Mobiliários,BR,False
44815065,Instituição 44815065,BR,False
44905255,Instituição 44905255,BR,False
44921281,Nixfin Sociedade de Crédito Direto,BR,False
44958981,Instituição 44958981,BR,False
45045671,Instituição 45045671,BR,False
45056494,Jm Corretora de Câmbio Ltda.,BR,False
45068632,Instituição 45068632,BR,False
45220646,Instituição 45220646,BR,False
45246410,Banco Genial,BR,True
45283173,BBVA Brasil Banco de Investimento,BR,False
45331622,Bnk Digital Sociedade de Crédito Direto,BR,False
45341994,Instituição 45341994,BR,False
45421856,Instituição 45421856,BR,False
45437547,Instituição 45437547,BR,False
45457891,Instituição 45457891,BR,False
45548763,Instituição de Pagamentos Maps Ltda.,BR,False
45597546,Instituição 45597546,BR,False
45691128,Instituição 45691128,BR,False
45716916,Fidem Sociedade de Crédito Direto,BR,False
45745537,Futuro Sociedade de Crédito Direto,BR,False
45756448,Microcash Sociedade de Crédito Ao Microempreendedor e À Empresa de Pequeno Porte Ltda.,BR,False
45854066,Wnt Capital Distribuidora de Títulos e Valores Mobiliários,BR,False
45860531,Idea Maker Instituicao de Pagamento Ltda,BR,False
45879000,Instituição 45879000,BR,False
46004634,Instituição 46004634,BR,False
46009412,Instituição 46009412,BR,False
46026562,Monetarie Sociedade de Crédito Direto,BR,False
46130566,Instituição 46130566,BR,False
46241852,Instituição 46241852,BR,False
46277273,Instituição 46277273,BR,False
46297307,Instituição 46297307,BR,False
46403683,Instituição 46403683,BR,False
46505612,Monery Instituicao de Pagamento,BR,False
46518205,Jpmorgan Chase Bank National Association,BR,True
46570800,Instituição 46570800,BR,False
46642294,Instituição 46642294,BR,False
46743943,Instituição 46743943,BR,False
46743997,Instituição 46743997,BR,False
46955383,Qi Distribuidora de Títulos e Valores Mobiliários Ltda.,BR,False
46996177,Instituição 46996177,BR,False
47074323,Instituição 47074323,BR,False
47133056,Transfero Instituicao de Pagamento Ltda.,BR,False
47193149,Instituição 47193149,BR,False
47196084,Instituição 47196084,BR,False
47215387,Instituição 47215387,BR,False
47227569,Instituição 47227569,BR,False
47377613,Instituição 47377613,BR,False
47381104,Contaazul Instituicao de Pagamento Ltda.,BR,False
47438068,Instituição 47438068,BR,False
47509120,Instituição 47509120,BR,False
47593544,Red Sociedade de Crédito Direto,BR,False
47631123,Instituição 47631123,BR,False
47825528,Instituição 47825528,BR,False
47873449,Ser Finance Sociedade de Crédito Direto,BR,False
47944277,Instituição 47944277,BR,False
47965438,Instituição 47965438,BR,False
