Instituição;Código;Conglomerado Prudencial;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Ativo Total;Carteira de Crédito;Títulos e Valores Mobiliários;Passivo Exigível;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
CREDISIS PRIMACREDI COOPERATIVA DE CRÉDITO;26563270;;;;b3S;2;9;PRIMAVERA DO LESTE;MT;03/2026;1.841.337;1.320.658;42.564;1.652.247;1.410.552;189.090;-19.383;0;9
BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.;556603;BANCO BARI DE INVESTIMENTO E FINANCI. - PRUDENCIAL;00051774;00080893;b1;2;8;CURITIBA;PR;03/2026;1.838.199;1.367.206;142.458;1.629.922;1.583.262;208.277;8.951;2;0
ASA SOCIEDADE DE CRÉDITO FINANCIAMENTO E INVESTIMENTO S.A.;48703388;ASA SCFI - PRUDENCIAL;;00086608;n1;2;14;SAO PAULO;SP;03/2026;1.821.775;737.303;887.174;1.531.793;1.456.518;289.982;-39.381;2;0
BANCO BMG CONSIGNADO S.A.;50585090;BMG - PRUDENCIAL;00030290;00080178;b1;2;8;SAO PAULO;SP;03/2026;1.821.269;166.251;914.937;132.473;0;1.688.796;41.506;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;;;;b3S;2;9;CAXIAS DO SUL;RS;03/2026;1.793.909;878.181;34.958;1.636.894;1.511.667;157.015;-736;0;21
DLOCAL BRASIL INSTITUIÇÃO DE PAGAMENTO S.A.;25021356;DLOCAL BRASIL INSTITUIÇÃO DE PAGAMENTO - PRUDENCIA;;00087133;n4;3;41;SAO PAULO;SP;03/2026;1.793.367;0;11.884;1.631.063;237.092;162.304;2.129;1;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;;00082987;n1;3;19;BARUERI;SP;03/2026;1.792.112;1.627.630;0;533.273;312.885;1.258.838;30.864;4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO PARANÁ / SÃO PAULO;7026923;;;;b3S;2;9;UMUARAMA;PR;03/2026;1.791.115;936.091;21.614;1.616.187;1.345.279;174.928;9.387;0;37
RECARGAPAY INSTITUICAO DE PAGAMENTO LTDA.;11275560;RECARGAPAY IP - PRUDENCIAL;;00085898;n4;3;41;SAO PAULO;SP;03/2026;1.790.628;150.035;880.027;1.611.898;395.880;178.730;4.091;1;0
CELCOIN INSTITUICAO DE PAGAMENTO S.A.;13935893;CELCOIN IP - PRUDENCIAL;;00085960;n4;3;41;BARUERI;SP;03/2026;1.789.703;0;396.291;1.437.707;997.655;351.996;-21.922;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA;11907520;;;;b3S;2;9;CAMPINA GRANDE;PB;03/2026;1.786.978;1.033.862;64.612;1.447.694;1.383.270;339.284;20.622;0;11
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI;65229254;;;;b3S;2;9;PATROCINIO;MG;03/2026;1.783.847;1.045.270;60.268;1.473.278;1.112.779;310.569;11.158;0;21
COOPERATIVA DE CRÉDITO UNICRED VALE LTDA - UNICRED VALE;73443863;;;;b3S;2;9;BLUMENAU;SC;03/2026;1.780.476;1.014.372;32.313;1.629.462;1.508.364;151.014;-21.855;0;18
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA - SICOOB CENTRAL BA;34148882;;;;b3C;2;9;SALVADOR;BA;03/2026;1.778.531;18.388;350.796;1.604.293;112.471;174.238;3.274;0;0
QI SOCIEDADE DE CRÉDITO DIRETO S.A.;32402502;QI SCD - PRUDENCIAL;00052395;00084882;n1;3;43;SAO PAULO;SP;03/2026;1.777.775;195.582;475.694;1.355.144;1.132.115;422.631;79.560;2;0
UBS (BRASIL) CORRETORA DE VALORES S.A.;61809182;UBS (BRASIL) - PRUDENCIAL;00030771;00080219;n2;3;15;SAO PAULO;SP;03/2026;1.776.953;0;17.874;1.560.775;115.593;216.178;-50.251;3;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO - CRESOL UNIÃO;2446089;;;;b3S;2;9;CORONEL VIVIDA;PR;03/2026;1.775.484;1.399.405;29.634;1.571.328;847.149;204.156;-5.501;0;21
LEASEPLAN ARRENDAMENTO MERCANTIL S.A.;4836002;LEASEPLAN AM S.A. - PRUDENCIAL;;00082963;n1;3;19;SAO PAULO;SP;03/2026;1.765.310;0;0;1.449.138;1.133.193;316.172;-98.573;2;0
SWAP INSTITUIÇÃO DE PAGAMENTO S.A.;31680151;SWAP IP - PRUDENCIAL;;00086732;n4;3;41;SAO PAULO;SP;03/2026;1.754.538;65.403;225.052;1.649.498;790.243;105.040;7.015;1;0
COOPERATIVA DE CRÉDITO UNICRED DO ESTADO DE SÃO PAULO LTDA.;71884498;;;;b3S;2;9;CAMPINAS;SP;03/2026;1.748.914;943.334;37.891;1.495.832;1.389.504;253.082;9.786;0;34
QISTA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;36583700;QISTA S.A. CFI - PRUDENCIAL;;00085506;n1;2;14;SAO PAULO;SP;03/2026;1.735.809;441.452;1.159.643;1.636.319;1.321.088;99.491;-19.124;2;0
BANCO MONEO S.A.;7441209;BANCO MONEO S.A. - PRUDENCIAL;;00081500;b2;2;8;CAXIAS DO SUL;RS;03/2026;1.732.942;1.636.242;859;1.400.956;1.340.782;331.986;11.562;2;0
UBS BB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;2819125;UBS (BRASIL) - PRUDENCIAL;00030771;00080219;n2;3;15;SAO PAULO;SP;03/2026;1.724.673;0;512.647;1.086.486;3.854;638.187;28.699;3;0
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;;;;b3S;2;9;FRANCA;SP;03/2026;1.723.124;923.200;102.582;1.403.345;1.170.854;319.778;11.969;0;10
COOPERATIVA DE CRÉDITO SAROM;66402207;;;;b3S;2;9;SAO ROQUE DE MINAS;MG;03/2026;1.712.122;802.979;17.354;1.519.236;1.229.276;192.887;1.534;0;30
COOPERATIVA DE CRÉDITO E INVESTIMENTO SICOOB CENTRO;8044854;;;;b3S;2;9;JI-PARANA;RO;03/2026;1.694.517;872.174;44.773;1.430.975;1.052.856;263.542;10.609;0;21
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;;;;b3S;2;9;ITAUNA;MG;03/2026;1.662.521;807.582;23.255;1.456.754;1.420.183;205.767;6.814;0;9
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ELEVA LTDA.;95163002;;;;b3S;2;9;SANTO ANGELO;RS;03/2026;1.658.436;961.340;29.509;1.503.697;1.393.974;154.739;1.255;0;18
STATE STREET BRASIL S.A. - BANCO COMERCIAL;9274232;STATE STREET BRASIL - PRUDENCIAL;;00081627;b1;3;2;SAO PAULO;SP;03/2026;1.647.486;0;962.406;935.995;893.935;711.491;2.388;2;0
AGROLEND SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.;43774196;AGROLEND SCFI - PRUDENCIAL;;00085867;n1;2;14;SAO PAULO;SP;03/2026;1.646.318;763.669;857.298;1.126.051;1.123.511;520.267;18.111;2;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7268499;;;;b3S;2;9;TOLEDO;PR;03/2026;1.641.106;1.227.894;23.228;1.430.791;826.640;210.316;3.317;0;31
INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;62418140;ITAU - PRUDENCIAL;00010069;00080099;n2;2;16;SAO PAULO;SP;03/2026;1.637.205;0;0;332.782;0;1.304.423;65.540;2;0
COOPERATIVA DE CRÉDITO, CAPTAÇÃO, POUPANÇA E SOLUÇÕES FINANCEIRAS SICOOB CREDICAPITAL;4529074;;;;b3S;2;9;CASCAVEL;PR;03/2026;1.611.230;981.412;34.505;1.439.339;1.183.529;171.892;1.865;0;25
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VANGUARDA - CRESOL VANGUARDA;3965737;;;;b3S;2;9;CHAPECO;SC;03/2026;1.605.359;1.191.375;24.099;1.466.777;837.174;138.582;-87;0;23
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;;;;b3S;2;9;MONTES CLAROS;MG;03/2026;1.593.668;696.394;30.305;1.355.548;1.240.677;238.120;13.515;0;33
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;;;;b3S;2;9;MURIAE;MG;03/2026;1.587.717;696.155;52.657;1.418.369;1.064.916;169.348;-559;0;26
EBANX INSTITUICAO DE PAGAMENTOS LTDA.;21018182;EBANX IP - PRUDENCIAL;;00085094;n4;2;41;CURITIBA;PR;03/2026;1.578.498;0;0;1.450.708;1.423.233;127.790;25.638;1;0
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;;;;b3S;2;9;SAO TIAGO;MG;03/2026;1.578.458;632.258;25.449;1.331.392;1.277.437;247.065;8.189;0;22
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7122321;;;;b3S;2;9;PATO BRANCO;PR;03/2026;1.552.660;945.619;19.501;1.391.944;1.228.153;160.717;1.006;0;44
CHG-MERIDIAN DO BRASIL ARRENDAMENTO MERCANTIL S.A.;18539102;CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;;00082994;n1;3;19;BARUERI;SP;03/2026;1.551.021;278.988;0;1.383.187;997.767;167.834;-11.777;2;0
IUGU INSTITUIÇÃO DE PAGAMENTO S.A.;15111975;IUGU IP - PRUDENCIAL;;00085434;n4;2;41;SAO PAULO;SP;03/2026;1.546.013;0;71.329;1.495.811;419.107;50.203;-8.695;1;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DA AMAZÔNIA - CRESOL AMAZÔNIA;10520232;;;;b3S;2;9;JI-PARANA;RO;03/2026;1.544.264;1.242.175;30.463;1.351.459;565.999;192.804;6.588;0;22
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;;;;b3S;2;9;SAO JOSE DO CERRITO;SC;03/2026;1.541.194;1.043.996;30.269;1.265.441;791.494;275.753;7.029;0;15
BANCO ARBI S.A.;54403563;BCO ARBI S.A. - PRUDENCIAL;;00081201;b1;2;2;RIO DE JANEIRO;RJ;03/2026;1.539.337;422.571;193.522;1.443.296;1.381.793;96.041;-9.231;5;0
BANCO B3 S.A.;997185;BANCO B3 - PRUDENCIAL;;00081225;b1;2;2;SAO PAULO;SP;03/2026;1.534.851;0;202.263;1.297.815;1.269.220;237.036;18.772;2;0
COOPERATIVA DE CRÉDITO CREDINTER LTDA. - SICOOB CREDINTER;24048910;;;;b3S;2;9;GUARANESIA;MG;03/2026;1.524.771;907.806;42.413;1.324.485;1.139.819;200.286;-9.523;0;19
STARA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;17359351;STARA FINANCEIRA S.A. - CFI - PRUDENCIAL;;00083711;n1;2;14;NAO-ME-TOQUE;RS;03/2026;1.518.136;1.374.845;122.186;1.260.206;1.251.263;257.930;3.061;2;0
CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;42040639;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;00051626;00080738;n2;1;16;BRASILIA;DF;03/2026;1.510.345;0;1.459.435;374.739;0;1.135.606;286.249;2;0
MERRILL LYNCH S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS;2670590;BOFA MERRILL LYNCH - PRUDENCIAL;00051255;00080556;n2;3;15;SAO PAULO;SP;03/2026;1.508.040;0;31.157;843.785;0;664.255;43.167;1;0
COOPERATIVA DE CRÉDITO CREDICAF LTDA - SICOOB CREDICAF;25395435;;;;b3S;2;9;LAJINHA;MG;03/2026;1.501.627;759.643;75.754;1.264.859;947.172;236.768;3.017;0;20
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;;;;b3C;2;9;JOAO PESSOA;PB;03/2026;1.488.932;7.526;432.413;1.393.166;113.579;95.766;3.809;0;2
J.P. MORGAN S.A. - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;33851205;JP MORGAN CHASE - PRUDENCIAL;00020107;00080116;n2;3;16;SAO PAULO;SP;03/2026;1.485.443;0;0;698.182;631.810;787.260;45.813;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;;;;b3S;2;9;ITAPIRANGA;SC;03/2026;1.478.235;833.466;20.337;1.328.654;836.593;149.582;3.627;0;11
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT;23623636;;;;b3S;2;9;SINOP;MT;03/2026;1.475.834;990.197;26.767;1.308.417;1.181.826;167.417;8.498;0;27
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA SUL DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA SUL;5863726;;;;b3S;2;9;SANANDUVA;RS;03/2026;1.470.289;1.073.556;41.781;1.309.219;755.618;161.070;5.971;0;29
BANCO ALFA S.A.;3323840;SAFRA - PRUDENCIAL;00010083;00080109;b1;2;2;SAO PAULO;SP;03/2026;1.468.577;997.678;87.398;1.346.154;1.283.727;122.422;3.272;10;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS;3326437;;;;b3S;2;9;CUIABA;MT;03/2026;1.465.858;1.010.968;31.067;1.333.855;1.118.317;132.003;-24.642;0;29
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;ICBC DO BRASIL BM S.A. - PRUDENCIAL;;00081830;b1;3;8;SAO PAULO;SP;03/2026;1.463.101;93.666;1.056.643;1.312.932;1.007.618;150.169;-9.598;2;0
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;;;;b3S;2;9;SAO SEBASTIAO DO PARAISO;MG;03/2026;1.453.935;675.670;26.605;1.232.912;1.118.270;221.024;7.600;0;11
COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA - SICOOB CREDIRIODOCE;25606237;;;;b3S;2;9;GOVERNADOR VALADARES;MG;03/2026;1.439.696;461.299;27.747;1.256.882;1.165.644;182.814;9.830;0;28
BANCO KEB HANA DO BRASIL S.A.;2318507;BCO KEB DO BRASIL SA - PRUDENCIAL;;00081232;b1;3;2;SAO PAULO;SP;03/2026;1.436.488;176.719;324.490;1.225.233;1.207.160;211.255;4.076;2;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS;8624548;;;;b3S;2;9;MURIAE;MG;03/2026;1.428.337;976.247;20.163;1.279.140;784.099;149.197;568;0;31
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;;;;b3S;2;9;NOVA TRENTO;SC;03/2026;1.415.516;715.360;124.532;1.159.814;1.137.323;255.702;15.507;0;17
COOPERATIVA DE CREDITO COOPLIVRE;49389307;;;;b3S;2;9;CAPIVARI;SP;03/2026;1.401.433;686.535;37.299;1.226.030;1.093.076;175.403;2.616;0;21
COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER;19449602;;;;b3S;2;9;CARATINGA;MG;03/2026;1.400.852;641.288;44.863;1.190.688;899.377;210.164;4.326;0;11
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP;3065046;;;;b3S;2;9;SAO JOSE DO RIO PRETO;SP;03/2026;1.397.533;656.947;600.764;1.257.036;930.293;140.496;10.986;0;20
BANCO IBM S.A.;34270520;BANCO IBM S.A. - PRUDENCIAL;;00081689;b2;2;8;RIO DE JANEIRO;RJ;03/2026;1.395.469;798.302;0;878.159;585.083;517.310;2.256;2;0
COOPERATIVA DE CRÉDITO CREDIUNA LTDA - SICOOB CREDIUNA;64237530;;;;b3S;2;9;ITAUNA;MG;03/2026;1.389.413;551.195;29.574;1.136.912;1.015.851;252.500;20.832;0;10
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;;;;b3S;2;9;FOZ DO IGUACU;PR;03/2026;1.386.753;844.239;17.505;1.236.747;1.047.204;150.006;5.053;0;21
EMPRESA BRASILEIRA DE BENEFICIOS E PAGAMENTOS INSTITUICAO DE PAGAMENTO LTDA;33449007;EMPRESA BRASILEIRA DE BENEFICIOS E PAGAMENTOS IP -;;00087834;n4;2;41;SAO PAULO;SP;03/2026;1.386.225;29.720;1.276.634;1.317.813;520.640;68.412;-4.445;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;;;;b3S;2;9;PASSOS MAIA;SC;03/2026;1.371.895;922.877;21.451;1.235.806;1.007.484;136.089;2.390;0;19
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ESSÊNCIA - CRESOL ESSÊNCIA;6031727;;;;b3S;2;9;SANTO CRISTO;RS;03/2026;1.348.079;907.204;17.275;1.202.563;756.179;145.516;2.394;0;23
STRIPE BRASIL SOLUCOES DE PAGAMENTO INSTITUICAO DE PAGAMENTO LTDA;22121209;STRIPE BRASIL IP PRUDENCIAL;;00086251;n4;3;41;SAO PAULO;SP;03/2026;1.347.045;0;64.721;1.269.535;0;77.510;4.650;1;0
BANCO KOMATSU DO BRASIL S.A.;23903068;BANCO KOMATSU DO BRASIL - PRUDENCIAL;;00084576;b2;3;8;SAO PAULO;SP;03/2026;1.334.195;1.221.984;0;1.088.340;935.151;245.856;9.365;2;0
COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE;22753982;;;;b3S;2;9;SETE LAGOAS;MG;03/2026;1.318.332;456.980;22.657;1.165.214;1.127.984;153.118;4.008;0;14
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRIUNFO - CRESOL TRIUNFO;8560508;;;;b3S;2;9;SAO JOAO DO TRIUNFO;PR;03/2026;1.310.767;987.158;17.526;1.174.182;748.067;136.585;6.559;0;15
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70937271;;;;b3S;2;9;UBERLANDIA;MG;03/2026;1.306.909;765.496;23.855;1.174.708;1.055.459;132.201;8.303;0;27
WISE BRASIL INSTITUICAO DE PAGAMENTO LTDA;40571694;WISE BRASIL CC - PRUDENCIAL;;00085647;n4;3;41;SAO PAULO;SP;03/2026;1.305.949;0;12.417;1.284.791;856.679;21.159;5.115;1;0
CREDISIS JICRED - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO JICRED;2309070;;;;b3S;2;9;JI-PARANA;RO;03/2026;1.269.049;712.331;41.606;1.050.969;886.672;218.081;8.960;0;26
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA;10262276;;;;b3S;2;9;PRESIDENTE PRUDENTE;SP;03/2026;1.264.936;814.845;28.529;1.131.007;1.049.308;133.930;7.310;0;22
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;;;;b3S;2;9;ITAJAI;SC;03/2026;1.262.232;917.830;40.276;1.044.514;882.963;217.718;4.203;0;25
COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA;23949522;;;;b3S;2;9;CARMO DO PARANAIBA;MG;03/2026;1.256.742;670.000;38.875;1.027.704;748.407;229.038;3.720;0;5
COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG;3645752;;;;b3S;2;9;SAO GOTARDO;MG;03/2026;1.249.290;726.245;44.053;1.016.284;637.772;233.007;-1.602;0;2
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;;;;b3S;2;9;FRUTAL;MG;03/2026;1.247.805;788.298;41.236;1.063.054;757.855;184.750;6.227;0;8
BS2 PAYMENTS INSTITUIÇÃO DE PAGAMENTO S.A.;20520298;BS2 - PRUDENCIAL;;00080422;n4;2;41;BELO HORIZONTE;MG;03/2026;1.241.744;0;86.569;846.423;56.776;395.321;-1.245;1;0
BANCO SEMEAR S.A.;795423;BANCO SEMEAR - PRUDENCIAL;;00081380;b1;2;8;BELO HORIZONTE;MG;03/2026;1.241.350;623.531;181.554;1.132.087;1.091.366;109.263;-1.340;2;0
CREDISIS CREDIARI - COOPERATIVA DE CRÉDITO LTDA.;3222753;;;;b3S;2;9;ARIQUEMES;RO;03/2026;1.241.116;751.906;61.296;872.261;803.090;368.856;6.189;0;18
COOPERATIVA DE CRÉDITO CREDIBOM LTDA. - SICOOB CREDIBOM;21670187;;;;b3S;2;9;BOM DESPACHO;MG;03/2026;1.234.044;462.602;28.840;1.049.601;968.624;184.443;6.885;0;7
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ARARAQUARA E REGIÃO - SICREDI MORADA DO SOL SP;73113243;;;;b3S;2;9;ARARAQUARA;SP;03/2026;1.232.081;704.114;453.309;1.125.525;854.539;106.557;2.083;0;11
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;DESENBAHIA AG FOMENTO BAHIA SA - PRUDENCIAL;;00081067;n1;1;30;SALVADOR;BA;03/2026;1.224.251;639.875;445.436;341.747;218.991;882.505;8.265;2;0
OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIARIOS S.A.;36113876;OLIVEIRA TRUST DTVM S.A. - PRUDENCIAL;;00084040;n2;2;16;RIO DE JANEIRO;RJ;03/2026;1.224.084;0;326.697;1.121.897;1.026.586;102.187;26.023;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;;;;b3S;2;9;JOACABA;SC;03/2026;1.217.749;599.132;17.360;1.105.784;923.392;111.965;-4.230;0;10
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA PROGRESSO - CRESOL PROGRESSO;2448310;;;;b3S;2;9;CASCAVEL;PR;03/2026;1.214.504;916.778;16.720;1.069.116;642.840;145.388;2.885;0;17
SANTANDER CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;29162769;SANTANDER - PRUDENCIAL;00030379;00080185;n2;3;15;SAO PAULO;SP;03/2026;1.205.312;0;294.462;823.351;578.969;381.961;3.660;2;0
PAGUEVELOZ INSTITUIÇÃO DE PAGAMENTO LTDA.;3816413;PAGUEVELOZ IP - PRUDENCIAL;;00086505;n4;3;41;BLUMENAU;SC;03/2026;1.197.697;0;197.575;1.114.892;113.330;82.805;-17.378;1;0
BPCE EQUIPMENT SOLUTIONS BRASIL S.A. - ARRENDAMENTO MERCANTIL;62816426;BPCE EQUIPMENT AM - PRUDENCIAL;;00088390;n1;3;19;BARUERI;SP;03/2026;1.195.415;947.238;187.158;896.052;800.106;299.363;-1.876;2;0
COOPERATIVA DE CRÉDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;;;;b3S;2;9;UNAI;MG;03/2026;1.187.004;777.415;63.557;1.047.261;780.715;139.743;-2.049;0;6
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA NORTE PARANAENSE - CRESOL NORTE PARANAENSE;7925729;;;;b3S;2;9;LONDRINA;PR;03/2026;1.184.527;853.467;11.890;1.064.837;755.705;119.690;-6.616;0;20
COOPERATIVA DE CRÉDITO CREDIFOR LTDA - SICOOB CREDIFOR;41931445;;;;b3S;2;9;FORMIGA;MG;03/2026;1.184.457;424.323;27.584;1.075.097;996.433;109.361;2.842;0;8
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;;;;b3S;2;9;CUIABA;MT;03/2026;1.176.451;815.438;19.457;1.052.596;945.969;123.855;-4.079;0;25
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PERNAMBUCO - SICOOB PERNAMBUCO;3732359;;;;b3S;2;9;SAO JOSE DO EGITO;PE;03/2026;1.171.851;845.594;40.916;1.028.190;917.220;143.661;3.308;0;43
COOPERATIVA DE CRÉDITO CREDIVALE LTDA - SICOOB CREDIVALE;25387655;;;;b3S;2;9;TEOFILO OTONI;MG;03/2026;1.146.248;353.607;26.792;978.198;889.992;168.050;8.283;0;26
BANCO BMG SOLUÇÕES FINANCEIRAS S.A.;62421979;BMG - PRUDENCIAL;00030290;00080178;b1;2;8;SAO PAULO;SP;03/2026;1.136.072;97.609;525.962;133.357;0;1.002.714;25.119;2;0
SEM PARAR SOCIEDADE DE CRÉDITO DIRETO S.A.;45879000;SEM PARAR IP - PRUDENCIAL;;00086158;n1;3;43;SAO PAULO;SP;03/2026;1.134.069;205.261;692.061;61.584;0;1.072.485;-22.275;2;0
WORLDPAY DO BRASIL INSTITUICAO DE PAGAMENTO LTDA;991143;WORLDPAY DO BRASIL IP - PRUDENCIAL;;00086110;n4;3;41;SAO PAULO;SP;03/2026;1.126.994;0;223.451;804.259;0;322.735;22.513;1;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2934201;;;;b3S;2;9;CHOPINZINHO;PR;03/2026;1.122.749;843.807;20.396;958.301;478.228;164.449;-722;0;19
STARK BANK S.A. - INSTITUICAO DE PAGAMENTO;20018183;STARK SCD - PRUDENCIAL;;00085513;n4;2;41;SAO PAULO;SP;03/2026;1.118.993;38.572;34.182;996.709;892.323;122.283;-3.681;1;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO RIO GRANDE DO SUL - CRESOL RIO GRANDE DO SUL;6139650;;;;b3S;2;9;BENTO GONCALVES;RS;03/2026;1.118.151;825.057;16.504;995.449;617.099;122.702;-626;0;23
MULVI INSTITUICAO DE PAGAMENTO S.A.;3847413;BCO DO EST. DE SE S.A. - PRUDENCIAL;;00081634;n4;1;41;ARACAJU;SE;03/2026;1.115.104;600.816;50.979;1.046.013;6.105;69.090;-6.402;1;0
COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO;59869560;;;;b3S;2;9;ADAMANTINA;SP;03/2026;1.112.219;450.122;32.953;979.369;869.883;132.850;1.995;0;19
