Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito;Títulos e Valores Mobiliários;Passivo Exigível;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA (e);Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;S4;I;3;BARUERI;SP;03/2026;1.551.021;278.988;0;1.383.187;997.767;167.834;-11.777;161.659;11,68%;1,57%;2;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DA AMAZÔNIA - CRESOL AMAZÔNIA;10520232;b3S;S5;I;2;JI-PARANA;RO;03/2026;1.544.264;1.242.175;30.463;1.351.459;565.999;192.804;6.588;195.122;16,59%;7,84%;0;22
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;03/2026;1.541.194;1.043.996;30.269;1.265.441;791.494;275.753;7.029;255.021;23,91%;3,54%;0;15
BCO ARBI S.A. - PRUDENCIAL;1000081201;b1;S4;I;2;RIO DE JANEIRO;RJ;03/2026;1.539.337;422.571;193.522;1.443.296;1.381.793;96.041;-9.231;64.992;9,56%;19,44%;5;0
BANCO B3 - PRUDENCIAL;1000081225;b1;S4;C;2;SAO PAULO;SP;03/2026;1.537.798;0;204.356;1.297.917;1.269.216;239.881;18.490;238.400;139,54%;0,68%;3;0
COOPERATIVA DE CRÉDITO CREDINTER LTDA. - SICOOB CREDINTER;24048910;b3S;S5;I;2;GUARANESIA;MG;03/2026;1.524.771;907.806;42.413;1.324.485;1.139.819;200.286;-9.523;186.890;17,47%;9,17%;0;19
STARA FINANCEIRA S.A. - CFI - PRUDENCIAL;1000083711;n1;S4;I;2;NAO-ME-TOQUE;RS;03/2026;1.518.136;1.374.845;122.186;1.260.206;1.251.263;257.930;3.061;257.650;12,89%;0,86%;2;0
COOPERATIVA DE CRÉDITO CREDICAF LTDA - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;03/2026;1.501.627;759.643;75.754;1.264.859;947.172;236.768;3.017;206.594;21,00%;9,54%;0;20
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;S4;I;2;JOAO PESSOA;PB;03/2026;1.488.932;7.526;432.413;1.393.166;113.579;95.766;3.809;89.656;21,95%;3,71%;0;2
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;S5;I;2;ITAPIRANGA;SC;03/2026;1.478.235;833.466;20.337;1.328.654;836.593;149.582;3.627;135.535;14,25%;7,92%;0;11
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT;23623636;b3S;S5;I;2;SINOP;MT;03/2026;1.475.834;990.197;26.767;1.308.417;1.181.826;167.417;8.498;163.528;14,91%;14,71%;0;27
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA SUL DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA SUL;5863726;b3S;S5;I;2;SANANDUVA;RS;03/2026;1.470.289;1.073.556;41.781;1.309.219;755.618;161.070;5.971;160.638;14,86%;10,26%;0;29
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;03/2026;1.465.858;1.010.968;31.067;1.333.855;1.118.317;132.003;-24.642;117.418;9,50%;30,67%;0;29
ICBC DO BRASIL BM S.A. - PRUDENCIAL;1000081830;b1;S4;I;3;SAO PAULO;SP;03/2026;1.463.101;93.666;1.056.643;1.312.932;1.007.618;150.169;-9.598;406.526;89,84%;0,16%;2;0
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;03/2026;1.453.935;675.670;26.605;1.232.912;1.118.270;221.024;7.600;208.407;25,51%;11,39%;0;11
COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA - SICOOB CREDIRIODOCE;25606237;b3S;S5;I;2;GOVERNADOR VALADARES;MG;03/2026;1.439.696;461.299;27.747;1.256.882;1.165.644;182.814;9.830;169.680;24,49%;12,05%;0;28
BCO KEB DO BRASIL SA - PRUDENCIAL;1000081232;b1;S4;I;3;SAO PAULO;SP;03/2026;1.436.488;176.719;324.490;1.225.233;1.207.160;211.255;4.076;212.771;62,94%;0,57%;2;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS;8624548;b3S;S5;I;2;MURIAE;MG;03/2026;1.428.337;976.247;20.163;1.279.140;784.099;149.197;568;150.833;15,77%;14,36%;0;31
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;S5;I;2;NOVA TRENTO;SC;03/2026;1.415.516;715.360;124.532;1.159.814;1.137.323;255.702;15.507;242.879;29,24%;10,09%;0;17
STARK SCD - PRUDENCIAL;1000085513;n1;S4;C;2;SAO PAULO;SP;03/2026;1.401.893;47.428;34.182;1.134.076;890.114;267.817;4.386;267.795;20,94%;9,90%;2;0
COOPERATIVA DE CREDITO COOPLIVRE;49389307;b3S;S5;I;2;CAPIVARI;SP;03/2026;1.401.433;686.535;37.299;1.226.030;1.093.076;175.403;2.616;168.402;20,40%;21,09%;0;21
COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER;19449602;b3S;S5;I;2;CARATINGA;MG;03/2026;1.400.852;641.288;44.863;1.190.688;899.377;210.164;4.326;186.304;23,56%;5,37%;0;11
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP;3065046;b3S;S4;I;2;SAO JOSE DO RIO PRETO;SP;03/2026;1.397.533;656.947;600.764;1.257.036;930.293;140.496;10.986;145.349;20,11%;14,67%;0;20
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;2;RIO DE JANEIRO;RJ;03/2026;1.395.469;798.302;0;878.159;585.083;517.310;2.256;402.928;58,85%;0,03%;2;0
COOPERATIVA DE CRÉDITO CREDIUNA LTDA - SICOOB CREDIUNA;64237530;b3S;S5;I;2;ITAUNA;MG;03/2026;1.389.413;551.195;29.574;1.136.912;1.015.851;252.500;20.832;239.299;31,70%;8,27%;0;10
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;I;2;FOZ DO IGUACU;PR;03/2026;1.386.753;844.239;17.505;1.236.747;1.047.204;150.006;5.053;146.764;16,76%;6,71%;0;21
EMPRESA BRASILEIRA DE BENEFICIOS E PAGAMENTOS IP -;1000087834;n4;NA;I;2;SAO PAULO;SP;03/2026;1.386.225;29.720;1.276.634;1.317.813;520.640;68.412;-4.445;66.766;14,82%;NA%;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;b3S;S5;I;2;PASSOS MAIA;SC;03/2026;1.371.895;922.877;21.451;1.235.806;1.007.484;136.089;2.390;130.788;13,44%;8,88%;0;19
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ESSÊNCIA - CRESOL ESSÊNCIA;6031727;b3S;S5;I;2;SANTO CRISTO;RS;03/2026;1.348.079;907.204;17.275;1.202.563;756.179;145.516;2.394;149.106;16,11%;8,07%;0;23
STRIPE BRASIL IP PRUDENCIAL;1000086251;n4;NA;I;3;SAO PAULO;SP;03/2026;1.347.045;0;64.721;1.269.535;0;77.510;4.650;77.510;17,44%;NA%;1;0
BANCO KOMATSU DO BRASIL - PRUDENCIAL;1000084576;b2;S4;I;3;SAO PAULO;SP;03/2026;1.334.195;1.221.984;0;1.088.340;935.151;245.856;9.365;247.341;17,44%;0,19%;2;0
COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE;22753982;b3S;S5;I;2;SETE LAGOAS;MG;03/2026;1.318.332;456.980;22.657;1.165.214;1.127.984;153.118;4.008;142.212;21,96%;17,67%;0;14
BULLLA IP - PRUDENCIAL;1000084985;n1;S4;C;2;SAO PAULO;SP;03/2026;1.313.213;658.135;75.571;581.270;285.509;731.943;35.515;122.780;10,70%;NA%;5;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRIUNFO - CRESOL TRIUNFO;8560508;b3S;S5;I;2;SAO JOAO DO TRIUNFO;PR;03/2026;1.310.767;987.158;17.526;1.174.182;748.067;136.585;6.559;141.068;15,12%;9,63%;0;15
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70937271;b3S;S5;I;2;UBERLANDIA;MG;03/2026;1.306.909;765.496;23.855;1.174.708;1.055.459;132.201;8.303;132.189;15,63%;9,52%;0;27
HS FINANCEIRA - PRUDENCIAL;1000083522;n1;S4;C;2;DOIS IRMAOS;RS;03/2026;1.269.231;235.355;32.112;975.375;136.749;293.856;58.978;285.841;15,06%;3,56%;3;0
CREDISIS JICRED - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;03/2026;1.269.049;712.331;41.606;1.050.969;886.672;218.081;8.960;218.057;24,14%;5,58%;0;26
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA;10262276;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;03/2026;1.264.936;814.845;28.529;1.131.007;1.049.308;133.930;7.310;119.475;15,93%;4,76%;0;22
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;I;2;ITAJAI;SC;03/2026;1.262.232;917.830;40.276;1.044.514;882.963;217.718;4.203;217.714;22,25%;7,93%;0;25
COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA;23949522;b3S;S5;I;2;CARMO DO PARANAIBA;MG;03/2026;1.256.742;670.000;38.875;1.027.704;748.407;229.038;3.720;208.319;26,38%;13,58%;0;5
COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG;3645752;b3S;S5;I;2;SAO GOTARDO;MG;03/2026;1.249.290;726.245;44.053;1.016.284;637.772;233.007;-1.602;209.551;27,84%;3,04%;0;2
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;S5;I;2;FRUTAL;MG;03/2026;1.247.805;788.298;41.236;1.063.054;757.855;184.750;6.227;164.217;20,62%;5,61%;0;8
BANCO SEMEAR - PRUDENCIAL;1000081380;b1;S4;I;2;BELO HORIZONTE;MG;03/2026;1.241.350;623.531;181.554;1.132.087;1.091.366;109.263;-1.340;109.068;12,93%;1,22%;2;0
CREDISIS CREDIARI - COOPERATIVA DE CRÉDITO LTDA.;3222753;b3S;S5;I;2;ARIQUEMES;RO;03/2026;1.241.116;751.906;61.296;872.261;803.090;368.856;6.189;368.486;41,06%;8,01%;0;18
COOPERATIVA DE CRÉDITO CREDIBOM LTDA. - SICOOB CREDIBOM;21670187;b3S;S5;I;2;BOM DESPACHO;MG;03/2026;1.234.044;462.602;28.840;1.049.601;968.624;184.443;6.885;173.515;27,23%;7,57%;0;7
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ARARAQUARA E REGIÃO - SICREDI MORADA DO SOL SP;73113243;b3S;S4;I;2;ARARAQUARA;SP;03/2026;1.232.081;704.114;453.309;1.125.525;854.539;106.557;2.083;125.734;17,54%;15,01%;0;11
DESENBAHIA AG FOMENTO BAHIA SA - PRUDENCIAL;1000081067;n1;S4;I;1;SALVADOR;BA;03/2026;1.224.251;639.875;445.436;341.747;218.991;882.505;8.265;551.010;72,98%;6,10%;2;0
OLIVEIRA TRUST DTVM S.A. - PRUDENCIAL;1000084040;n2;S4;I;2;RIO DE JANEIRO;RJ;03/2026;1.224.084;0;326.697;1.121.897;1.026.586;102.187;26.023;91.067;10,55%;3,55%;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;S5;I;2;JOACABA;SC;03/2026;1.217.749;599.132;17.360;1.105.784;923.392;111.965;-4.230;103.032;13,85%;8,73%;0;10
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA PROGRESSO - CRESOL PROGRESSO;2448310;b3S;S5;I;2;CASCAVEL;PR;03/2026;1.214.504;916.778;16.720;1.069.116;642.840;145.388;2.885;145.372;15,61%;6,20%;0;17
BPCE EQUIPMENT AM - PRUDENCIAL;1000088390;n1;S4;I;3;BARUERI;SP;03/2026;1.195.415;947.238;187.158;896.052;800.106;299.363;-1.876;115.244;11,53%;1,64%;2;0
COOPERATIVA DE CRÉDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;S5;I;2;UNAI;MG;03/2026;1.187.004;777.415;63.557;1.047.261;780.715;139.743;-2.049;124.395;13,99%;7,42%;0;6
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA NORTE PARANAENSE - CRESOL NORTE PARANAENSE;7925729;b3S;S5;I;2;LONDRINA;PR;03/2026;1.184.527;853.467;11.890;1.064.837;755.705;119.690;-6.616;119.688;13,54%;5,32%;0;20
COOPERATIVA DE CRÉDITO CREDIFOR LTDA - SICOOB CREDIFOR;41931445;b3S;S5;I;2;FORMIGA;MG;03/2026;1.184.457;424.323;27.584;1.075.097;996.433;109.361;2.842;94.544;14,78%;17,47%;0;8
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;I;2;CUIABA;MT;03/2026;1.176.451;815.438;19.457;1.052.596;945.969;123.855;-4.079;123.473;13,07%;20,19%;0;25
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PERNAMBUCO - SICOOB PERNAMBUCO;3732359;b3S;S5;I;2;SAO JOSE DO EGITO;PE;03/2026;1.171.851;845.594;40.916;1.028.190;917.220;143.661;3.308;141.500;17,56%;16,15%;0;43
COOPERATIVA DE CRÉDITO CREDIVALE LTDA - SICOOB CREDIVALE;25387655;b3S;S5;I;2;TEOFILO OTONI;MG;03/2026;1.146.248;353.607;26.792;978.198;889.992;168.050;8.283;154.380;29,91%;9,64%;0;26
WORLDPAY DO BRASIL IP - PRUDENCIAL;1000086110;n4;NA;I;3;SAO PAULO;SP;03/2026;1.126.994;0;223.451;804.259;0;322.735;22.513;322.859;125,44%;NA%;1;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2934201;b3S;S5;I;2;CHOPINZINHO;PR;03/2026;1.122.749;843.807;20.396;958.301;478.228;164.449;-722;166.367;19,94%;8,27%;0;19
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO RIO GRANDE DO SUL - CRESOL RIO GRANDE DO SUL;6139650;b3S;S5;I;2;BENTO GONCALVES;RS;03/2026;1.118.151;825.057;16.504;995.449;617.099;122.702;-626;122.702;15,47%;15,20%;0;23
COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO;59869560;b3S;S5;I;2;ADAMANTINA;SP;03/2026;1.112.219;450.122;32.953;979.369;869.883;132.850;1.995;119.533;21,82%;20,30%;0;19
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI SERIGY - SICREDI SERIGY SE/BA;2923389;b3S;S4;I;2;ARACAJU;SE;03/2026;1.106.491;405.369;580.425;976.118;873.252;130.373;8.494;130.961;29,87%;12,22%;0;12
CARUANA SCFI - PRUDENCIAL;1000083591;n1;S4;I;2;SAO PAULO;SP;03/2026;1.102.189;886.632;18.980;977.346;968.568;124.842;-4.013;125.088;12,07%;0,86%;2;0
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP;3461243;b3S;S5;I;2;JOINVILLE;SC;03/2026;1.095.882;853.914;27.277;961.950;808.235;133.932;-651;143.395;17,36%;7,47%;0;23
COOPERATIVA DE CRÉDITO EVOLUA;10311218;b3S;S5;I;2;FRANCISCO BELTRAO;PR;03/2026;1.086.074;878.332;28.480;941.159;583.333;144.915;-3.772;147.393;16,45%;10,51%;0;20
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1637949;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;03/2026;1.083.074;341.052;39.734;920.244;846.605;162.830;4.011;155.629;29,48%;7,20%;0;15
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - SICOOB CREDIMOGIANA;69346856;b3S;S5;I;2;FRANCA;SP;03/2026;1.081.304;790.567;138.874;961.503;870.998;119.801;-4.989;107.116;12,97%;4,72%;0;9
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ALTA NOROESTE DE SÃO PAULO - SICREDI ALTA NOROESTE SP;4484490;b3S;S4;I;2;BIRIGUI;SP;03/2026;1.079.429;562.746;422.755;984.973;816.096;94.455;-223;115.051;20,41%;11,33%;0;12
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA GRANDES LAGOS PR/SP - CRESOL GRANDES LAGOS PR/SP;6126780;b3S;S5;I;2;GUARAPUAVA;PR;03/2026;1.073.179;834.427;15.981;962.122;601.237;111.057;-3.974;111.196;12,47%;18,65%;0;18
SICREDI RECIFE - COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE;70241658;b3S;S4;I;2;RECIFE;PE;03/2026;1.072.371;458.384;473.442;967.353;791.703;105.018;622;108.587;20,37%;4,60%;0;6
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS - CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;S4;I;2;GOIANIA;GO;03/2026;1.066.055;0;786.104;481.033;0;585.022;2.251;135.846;49,58%;1,01%;0;0
COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;81292278;b3S;S5;I;2;SAO LOURENCO D'OESTE;SC;03/2026;1.065.562;544.793;21.391;867.858;669.135;197.705;4.605;182.564;25,39%;9,74%;0;13
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS - CREDCREA;5979692;b3S;S5;I;2;FLORIANOPOLIS;SC;03/2026;1.062.733;594.848;28.918;912.225;848.769;150.508;-947;153.240;22,03%;13,29%;0;24
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO NORDESTE MINEIRO LTDA - SICOOB CREDICENM;2173447;b3S;S5;I;2;GUANHAES;MG;03/2026;1.054.577;384.491;11.743;925.810;897.716;128.767;5.363;122.977;24,69%;14,20%;0;25
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA HORIZONTE - CRESOL HORIZONTE;5277312;b3S;S5;I;2;UNIAO DA VITORIA;PR;03/2026;1.051.735;803.603;12.608;919.278;617.773;132.457;-2.334;134.253;17,09%;14,93%;0;23
COOPERATIVA DE CRÉDITO UNIQUE BR;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;03/2026;1.050.875;641.684;11.806;888.348;837.396;162.527;-922;161.402;21,99%;7,62%;0;18
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ORIGENS - CRESOL ORIGENS;5220243;b3S;S5;I;2;SARANDI;RS;03/2026;1.050.748;810.341;13.000;949.810;591.285;100.938;3.992;101.434;12,72%;13,69%;0;18
NATURA &CO PAY SCD;1000086598;n1;S5;I;2;SAO PAULO;SP;03/2026;1.049.961;645.568;289.882;445.975;0;603.986;8.494;535.817;51,95%;0,00%;2;0
COOPERATIVA DE CRÉDITO E CAPTAÇÃO SICOOB UNICIDADES;3047549;b3S;S5;I;2;RIO VERDE;GO;03/2026;1.039.637;594.613;11.160;885.971;684.983;153.666;-7.718;149.988;18,96%;14,74%;0;13
COOPERATIVA DE CRÉDITO CREDIPEU LTDA.  - SICOOB CREDIPEU;66262643;b3S;S5;I;2;POMPEU;MG;03/2026;1.033.010;357.847;31.689;893.017;762.957;139.993;9.650;123.054;21,30%;4,26%;0;2
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO E DOS TRANSPORTADORES RODOVIÁRIOS DE VEÍCULOS - SICOOB CREDCEG;7789195;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;03/2026;1.029.961;640.549;368.524;813.640;800.164;216.320;11.135;165.494;24,86%;3,45%;0;2
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS;1739375;b3S;S5;I;2;LAGOA DA PRATA;MG;03/2026;1.024.585;477.214;17.025;834.602;733.661;189.983;8.646;181.195;29,72%;5,51%;0;3
COOPERATIVA DE CRÉDITO CREDICOPE LTDA. - SICOOB CREDICOPE;38588174;b3S;S5;I;2;CONSELHEIRO PENA;MG;03/2026;1.020.362;346.293;27.752;875.587;770.280;144.775;6.479;129.880;26,48%;7,20%;0;19
SICOOB UNIMAIS METROPOLITANA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;259231;b3S;S5;I;2;SANTOS;SP;03/2026;992.521;734.047;29.565;859.418;833.045;133.104;6.878;117.974;16,27%;6,39%;0;26
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE  PARÁ DE MINAS LTDA - SICOOB CREDIRURAL;25387713;b3S;S5;I;2;PARA DE MINAS;MG;03/2026;990.782;388.444;11.354;870.301;851.882;120.481;6.855;115.304;23,28%;10,90%;0;7
COOPERATIVA DE CRÉDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSÃO DO TRIÂNGULO LTDA    SICOOB CREDITRIL;41669227;b3S;S5;I;2;UBERLANDIA;MG;03/2026;985.123;286.656;52.100;798.608;780.874;186.514;6.422;141.226;31,80%;13,28%;0;9
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;S5;I;2;QUIRINOPOLIS;GO;03/2026;971.489;636.173;79.584;699.018;563.910;272.471;4.275;197.963;28,18%;6,11%;0;16
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CONEXÃO - CRESOL CONEXÃO;11969853;b3S;S5;I;2;MEDIANEIRA;PR;03/2026;961.158;701.356;13.330;860.411;511.406;100.747;-1.626;100.744;14,20%;8,61%;0;16
COOPERATIVA DE CRÉDITO SICOOB CREDSEGURO LTDA.;2935307;b3S;S5;I;2;GOIANIA;GO;03/2026;957.863;413.716;21.037;723.878;668.354;233.985;-1.273;221.081;43,25%;2,96%;0;11
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVOS CAMPOS - SICOOB NOVOS CAMPOS;78862083;b3S;S5;I;2;CAMPOS NOVOS;SC;03/2026;945.870;571.006;23.347;838.375;644.717;107.495;284;97.880;15,34%;15,32%;0;13
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB NOSSACOOP;1760242;b3S;S5;I;2;BELO HORIZONTE;MG;03/2026;945.722;551.165;15.666;845.180;816.826;100.541;-1.471;100.221;15,73%;15,92%;0;32
BANCO XCMG BRASIL - PRUDENCIAL;1000085300;b2;S4;I;3;POUSO ALEGRE;MG;03/2026;940.390;834.346;30.603;673.457;621.561;266.933;3.134;266.933;27,67%;0,07%;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDINOVA LTDA. - SICOOB CREDINOVA;1667766;b3S;S5;I;2;NOVA SERRANA;MG;03/2026;937.975;345.483;12.816;802.926;726.716;135.049;3.087;127.198;26,68%;5,55%;0;9
COOPERATIVA DE CRÉDITO SICOOB EXTREMO SUL LTDA.;2447120;b3S;S5;I;2;TEIXEIRA DE FREITAS;BA;03/2026;937.303;341.295;142.208;721.780;645.554;215.523;9.644;132.628;29,30%;7,31%;0;11
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO AÇO LTDA - SICOOB VALE DO AÇO;19869338;b3S;S5;I;2;IPATINGA;MG;03/2026;930.093;296.796;24.109;790.417;763.047;139.676;4.290;127.213;26,82%;15,07%;0;24
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO LESTE DA BACIA DO RIO DOCE LTDA   SICOOB CREDILESTE;5158093;b3S;S5;I;2;CARATINGA;MG;03/2026;920.631;598.736;12.026;780.442;719.860;140.188;6.929;133.471;22,22%;16,60%;0;4
COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA;5861932;b3S;S5;I;2;SAO JOSE;SC;03/2026;918.442;277.598;26.853;797.253;783.750;121.189;5.078;111.764;26,19%;4,94%;0;15
COOPERATIVA DE CRÉDITO RURAL COOPAVEL;76461557;b3S;S5;I;2;CASCAVEL;PR;03/2026;916.334;459.639;410.001;603.314;581.217;313.020;13.799;322.010;37,71%;0,20%;0;2
COOPERATIVA DE CRÉDITO UNIÃO CENTRO OESTE LTDA. - SICOOB UNIÃO CENTRO OESTE;26178111;b3S;S5;I;2;LAGOA DA PRATA;MG;03/2026;908.599;343.788;21.360;752.043;661.936;156.555;2.364;145.050;28,76%;16,76%;0;6
UNIPRIME PIONEIRA COOPERATIVA DE CRÉDITO;1286361;b3S;S5;I;2;TOLEDO;PR;03/2026;897.120;537.753;10.404;822.813;810.983;74.307;-11.053;76.473;12,90%;23,95%;0;18
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB UNIMAIS CENTRO LESTE PAULISTA - SICOOB UNIMAIS CENTRO LESTE PAULISTA;1259518;b3S;S5;I;2;RIO CLARO;SP;03/2026;895.168;625.826;25.660;771.238;754.042;123.930;-912;115.917;19,04%;9,87%;0;12
COOPERATIVA DE CRÉDITO CREDPLUS LTDA. - SICOOB CREDPLUS;25536764;b3S;S5;I;2;LUZ;MG;03/2026;890.794;400.536;68.936;790.908;748.274;99.885;3.694;86.448;NI%;23,76%;0;19
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER- SICOOB COOPEREMB;46642294;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;03/2026;889.933;526.360;325.314;432.375;393.302;457.559;8.580;416.848;59,26%;2,73%;0;26
